samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
4,1,1537000,5200,0.807273
5,1,2285400,5400,0.825455
6,1,3344800,6400,0.818182
7,1,4634300,7800,0.821818
8,1,6107600,8500,0.818182
1,2,172400,1200,0.901818
2,2,691600,2600,0.898182
3,2,1803000,3600,0.898182
4,2,3063000,4500,0.905455
5,2,4854700,5300,0.912727
6,2,6580900,7000,0.934545
7,2,9576400,8100,0.941818
8,2,12533700,8600,0.938182
1,3,302700,1200,0.934545
2,3,1172400,2300,0.96
3,3,3018700,3000,0.949091
4,3,4962700,4300,0.956364
5,3,8425900,5000,0.967273
6,3,11383300,6200,0.974545
7,3,15916900,6900,0.974545
8,3,20387500,9100,0.970909
1,4,401400,1300,0.934545
2,4,1549000,2400,0.967273
3,4,4146500,3200,0.963636
4,4,6694500,4200,0.956364
5,4,11068300,4900,0.978182
6,4,15878300,5600,0.967273
7,4,21067200,6900,0.978182
8,4,27472200,7700,0.974545
1,1,94600,1700,0.803636
2,1,372500,2700,0.84
3,1,855400,3600,0.810909
4,1,1525000,5300,0.807273
5,1,2285500,5500,0.825455
6,1,3339600,6000,0.818182
7,1,4609100,8000,0.821818
8,1,6156300,8700,0.818182
1,2,172500,1100,0.901818
2,2,692600,2700,0.898182
3,2,1799100,3600,0.898182
4,2,3073600,4100,0.905455
5,2,4849600,5600,0.912727
6,2,6557800,6800,0.934545
7,2,9544800,8200,0.941818
8,2,13374300,8900,0.938182
1,3,302900,1500,0.934545
2,3,1167800,2300,0.96
3,3,2992300,3200,0.949091
4,3,5158900,4300,0.956364
5,3,8350900,5000,0.967273
6,3,11280600,5800,0.974545
7,3,16771600,6800,0.974545
8,3,20380000,7800,0.970909
1,4,428600,1300,0.934545
2,4,1547500,2300,0.967273
3,4,3982600,3300,0.963636
4,4,6692600,4400,0.956364
5,4,11179900,4800,0.978182
6,4,15909200,5400,0.967273
7,4,21546600,6900,0.978182
8,4,27467800,7800,0.974545
1,1,94200,1200,0.803636
2,1,387400,2800,0.84
3,1,871900,3800,0.810909
4,1,1517600,4500,0.807273
5,1,2339800,5400,0.825455
6,1,3408400,6100,0.818182
7,1,4697900,7900,0.821818
8,1,6085300,8500,0.818182
1,2,172600,1100,0.901818
2,2,703500,2500,0.898182
3,2,1717600,3600,0.898182
4,2,3087500,4300,0.905455
5,2,4875800,5500,0.912727
6,2,6615400,7100,0.934545
7,2,9638400,8000,0.941818
8,2,12800100,8500,0.938182
1,3,302200,1200,0.934545
2,3,1185100,2400,0.96
3,3,3030200,3100,0.949091
4,3,5107100,4200,0.956364
5,3,8579500,7300,0.967273
6,3,11508200,6100,0.974545
7,3,16038200,7100,0.974545
8,3,20641600,8300,0.970909
1,4,437600,1400,0.934545
2,4,1580400,2400,0.967273
3,4,4160900,3200,0.963636
4,4,6796800,4400,0.956364
5,4,11173800,4900,0.978182
6,4,16437400,6500,0.967273
7,4,23644900,8200,0.978182
8,4,28278400,8500,0.974545
1,1,93800,1200,0.803636
2,1,384900,2700,0.84
3,1,1061400,4500,0.810909
4,1,1663500,4900,0.807273
5,1,2723500,6100,0.825455
6,1,3706800,6700,0.818182
7,1,5161100,8500,0.821818
8,1,6693400,9200,0.818182
1,2,190500,1200,0.901818
2,2,782400,2800,0.898182
3,2,1889900,3900,0.898182
4,2,3424200,4700,0.905455
5,2,5328000,6100,0.912727
6,2,6613700,7100,0.934545
7,2,9719700,8400,0.941818
8,2,12644700,8800,0.938182
1,3,302200,1300,0.934545
2,3,1211800,2300,0.96
3,3,3062300,3200,0.949091
4,3,5049300,4400,0.956364
5,3,8513400,5300,0.967273
6,3,11488300,6500,0.974545
7,3,16172000,6900,0.974545
8,3,21473400,8300,0.970909
1,4,642700,1300,0.934545
2,4,1599300,2400,0.967273
3,4,4115900,3200,0.963636
4,4,7409700,4200,0.956364
5,4,11186000,4800,0.978182
6,4,16199000,5700,0.967273
7,4,21304000,7100,0.978182
8,4,27512100,8000,0.974545
1,1,93700,1100,0.803636
2,1,384900,2600,0.84
3,1,876000,3700,0.810909
4,1,1507600,4700,0.807273
5,1,2340000,5700,0.825455
6,1,3467200,6200,0.818182
7,1,4687200,8400,0.821818
8,1,6142400,8500,0.818182
1,2,176600,1300,0.901818
2,2,710200,2700,0.898182
3,2,1717600,3600,0.898182
4,2,3110100,4500,0.905455
5,2,4918600,5600,0.912727
6,2,6623100,7000,0.934545
7,2,9713600,8300,0.941818
8,2,12683100,9000,0.938182
1,3,302300,1300,0.934545
2,3,1185500,2300,0.96
3,3,3218400,3500,0.949091
4,3,5071500,4300,0.956364
5,3,8600000,4900,0.967273
6,3,11596300,5900,0.974545
7,3,15987200,7300,0.974545
8,3,20615500,8100,0.970909
1,4,401300,1100,0.934545
2,4,1580700,2400,0.967273
3,4,4126400,3300,0.963636
4,4,7504200,5000,0.956364
5,4,12330500,5400,0.978182
6,4,16680200,5900,0.967273
7,4,21318500,7300,0.978182
8,4,28966600,8500,0.974545
1,1,94200,1200,0.803636
2,1,384600,2600,0.84
3,1,866700,3700,0.810909
4,1,1505500,4600,0.807273
5,1,2340400,5400,0.825455
6,1,3375300,6200,0.818182
7,1,4749500,7900,0.821818
8,1,6089900,8300,0.818182
1,2,172900,1200,0.901818
2,2,774600,2800,0.898182
3,2,1911500,3800,0.898182
4,2,3379600,4800,0.905455
5,2,5323700,6000,0.912727
6,2,6608400,7100,0.934545
7,2,10428500,8600,0.941818
8,2,13527500,8900,0.938182
1,3,301800,1400,0.934545
2,3,1210800,2300,0.96
3,3,3030000,3200,0.949091
4,3,5208600,4200,0.956364
5,3,9025400,6300,0.967273
6,3,11733200,6500,0.974545
7,3,15995600,7200,0.974545
8,3,20574900,8400,0.970909
1,4,400900,1300,0.934545
2,4,1597500,2500,0.967273
3,4,4183500,3000,0.963636
4,4,6869300,4200,0.956364
5,4,11214600,4900,0.978182
6,4,16105200,5700,0.967273
7,4,21353400,6800,0.978182
8,4,27425000,8100,0.974545
1,1,93800,1100,0.803636
2,1,384700,2600,0.84
3,1,874700,3400,0.810909
4,1,1541100,4600,0.807273
5,1,2336700,5600,0.825455
6,1,3434400,6500,0.818182
7,1,4667800,8200,0.821818
8,1,6208200,8200,0.818182
1,2,173000,1100,0.901818
2,2,716300,2700,0.898182
3,2,1727400,3700,0.898182
4,2,3083900,4300,0.905455
5,2,4925900,5800,0.912727
6,2,6598500,7100,0.934545
7,2,9647000,7900,0.941818
8,2,12532000,8700,0.938182
1,3,302000,1300,0.934545
2,3,1169100,2400,0.96
3,3,3020700,3200,0.949091
4,3,5000100,4700,0.956364
5,3,8590100,4800,0.967273
6,3,11563200,6700,0.974545
7,3,15823400,6900,0.974545
8,3,20447600,8400,0.970909
1,4,401000,1300,0.934545
2,4,1552400,2300,0.967273
3,4,4411900,3200,0.963636
4,4,6893300,4400,0.956364
5,4,11489700,5500,0.978182
6,4,16899100,5800,0.967273
7,4,21292300,7100,0.978182
8,4,27335200,8200,0.974545
1,1,95300,1100,0.803636
2,1,374200,2800,0.84
3,1,864500,3500,0.810909
4,1,1489600,4600,0.807273
5,1,2291800,5400,0.825455
6,1,3447500,6100,0.818182
7,1,4646000,8000,0.821818
8,1,6021800,8500,0.818182
1,2,174600,1000,0.901818
2,2,770200,2700,0.898182
3,2,1739400,3700,0.898182
4,2,3099300,4100,0.905455
5,2,4835700,5600,0.912727
6,2,6716800,7400,0.934545
7,2,9599800,7800,0.941818
8,2,13759000,8200,0.938182
1,3,306000,1300,0.934545
2,3,1443200,2300,0.96
3,3,3701300,3700,0.949091
4,3,5575500,4700,0.956364
5,3,8339600,4800,0.967273
6,3,11407500,6400,0.974545
7,3,16242700,6900,0.974545
8,3,20463000,7900,0.970909
1,4,406700,1300,0.934545
2,4,1894300,2400,0.967273
3,4,4030300,3000,0.963636
4,4,6786800,4300,0.956364
5,4,11264100,4900,0.978182
6,4,15958200,5700,0.967273
7,4,22222200,7000,0.978182
8,4,27331400,7800,0.974545
1,1,94700,1200,0.803636
2,1,464700,2700,0.84
3,1,857300,3800,0.810909
4,1,1502000,4600,0.807273
5,1,2303500,6400,0.825455
6,1,3359200,6300,0.818182
7,1,4621100,8200,0.821818
8,1,6026500,8300,0.818182
1,2,175400,1000,0.901818
2,2,717900,2700,0.898182
3,2,1696800,3800,0.898182
4,2,3061100,4100,0.905455
5,2,4802600,5700,0.912727
6,2,6570000,7000,0.934545
7,2,9706800,7900,0.941818
8,2,13824700,8600,0.938182
1,3,304200,1300,0.934545
2,3,1171300,2500,0.96
3,3,3026100,3200,0.949091
4,3,5001800,4300,0.956364
5,3,8386200,5400,0.967273
6,3,11364000,6100,0.974545
7,3,16072900,7000,0.974545
8,3,21442100,8700,0.970909
1,4,409200,1400,0.934545
2,4,1568100,2400,0.967273
3,4,3998000,3200,0.963636
4,4,6792500,4300,0.956364
5,4,11129600,5000,0.978182
6,4,15853100,6000,0.967273
7,4,21129000,6700,0.978182
8,4,28704700,8100,0.974545
1,1,94300,1300,0.803636
2,1,382000,2600,0.84
3,1,864400,3600,0.810909
4,1,1497500,4700,0.807273
5,1,2300200,5600,0.825455
6,1,3469100,6200,0.818182
7,1,4613800,8300,0.821818
8,1,6072600,8300,0.818182
1,2,173800,1100,0.901818
2,2,699300,2600,0.898182
3,2,1712700,3700,0.898182
4,2,3063000,4400,0.905455
5,2,4921900,5500,0.912727
6,2,6573200,7200,0.934545
7,2,9608300,8600,0.941818
8,2,12632500,8600,0.938182
1,3,303000,1200,0.934545
2,3,1178900,2400,0.96
3,3,3051800,3400,0.949091
4,3,4981900,4100,0.956364
5,3,9952400,5400,0.967273
6,3,11491000,6100,0.974545
7,3,16728000,7000,0.974545
8,3,20459900,7900,0.970909
1,4,402400,1400,0.934545
2,4,1713000,2300,0.967273
3,4,4017100,3100,0.963636
4,4,6894400,4300,0.956364
5,4,11157700,4900,0.978182
6,4,15847400,5700,0.967273
7,4,21556300,7000,0.978182
8,4,27260600,8900,0.974545
1,1,94300,1500,0.803636
2,1,372300,2700,0.84
3,1,868700,3600,0.810909
4,1,1486400,4700,0.807273
5,1,2302800,5400,0.825455
6,1,3349600,6200,0.818182
7,1,4659700,8200,0.821818
8,1,6024100,8500,0.818182
1,2,174300,1100,0.901818
2,2,743200,2700,0.898182
3,2,1705000,3600,0.898182
4,2,3077400,4300,0.905455
5,2,4774000,5900,0.912727
6,2,6641400,7000,0.934545
7,2,9660500,8200,0.941818
8,2,12912700,8300,0.938182
1,3,303100,1300,0.934545
2,3,1206500,2300,0.96
3,3,3233400,3200,0.949091
4,3,5047600,4000,0.956364
5,3,8453800,5100,0.967273
6,3,11798900,6100,0.974545
7,3,16094100,7100,0.974545
8,3,20817300,8100,0.970909
1,4,401300,1200,0.934545
2,4,1607000,2500,0.967273
3,4,4090900,3100,0.963636
4,4,6783200,4700,0.956364
5,4,11279400,5100,0.978182
6,4,15992400,5800,0.967273
7,4,21136200,7200,0.978182
8,4,27166100,8300,0.974545
1,1,94100,1300,0.803636
2,1,392600,2600,0.84
3,1,962600,4300,0.810909
4,1,1722400,5700,0.807273
5,1,3456600,16900,0.825455
6,1,6503500,9400,0.818182
7,1,7249700,12700,0.821818
8,1,9069600,10700,0.818182
1,2,204500,1500,0.901818
2,2,797000,3100,0.898182
3,2,2084700,4200,0.898182
4,2,3618600,5200,0.905455
5,2,5873600,8800,0.912727
6,2,11343200,9100,0.934545
7,2,14353200,10700,0.941818
8,2,13896400,10200,0.938182
1,3,604900,2900,0.934545
2,3,1811600,4100,0.96
3,3,4481900,3900,0.949091
4,3,6126000,5400,0.956364
5,3,9836000,5900,0.967273
6,3,12857400,9000,0.974545
7,3,20001900,20500,0.974545
8,3,23777700,9300,0.970909
1,4,443400,1500,0.934545
2,4,2220100,2600,0.967273
3,4,6126600,5200,0.963636
4,4,7529200,5400,0.956364
5,4,12259700,5400,0.978182
6,4,17516700,6800,0.967273
7,4,27887800,7700,0.978182
8,4,34456500,12000,0.974545
1,1,146000,2000,0.803636
2,1,598300,3600,0.84
3,1,1338700,5800,0.810909
4,1,2629900,7400,0.807273
5,1,2697400,6800,0.825455
6,1,4129200,7000,0.818182
7,1,6336600,24400,0.821818
8,1,7449600,9900,0.818182
1,2,205000,1300,0.901818
2,2,762300,3300,0.898182
3,2,2062200,4200,0.898182
4,2,3397800,5300,0.905455
5,2,5421800,6500,0.912727
6,2,7577800,13500,0.934545
7,2,11504500,9600,0.941818
8,2,18050200,13600,0.938182
1,3,340100,1500,0.934545
2,3,1329000,3400,0.96
3,3,3369900,3700,0.949091
4,3,6982500,5200,0.956364
5,3,8436100,5000,0.967273
6,3,11690900,5800,0.974545
7,3,17879700,7700,0.974545
8,3,22949300,9700,0.970909
1,4,441400,1400,0.934545
2,4,1773400,2700,0.967273
3,4,4478200,4100,0.963636
4,4,7856100,5300,0.956364
5,4,12496100,6100,0.978182
6,4,18234400,7300,0.967273
7,4,29957700,18400,0.978182
8,4,43099100,9600,0.974545
1,1,147300,2000,0.803636
2,1,433800,2800,0.84
3,1,967300,4100,0.810909
4,1,1651000,5100,0.807273
5,1,2603800,6800,0.825455
6,1,3774600,7100,0.818182
7,1,5216000,11200,0.821818
8,1,8771700,11200,0.818182
1,2,200900,1300,0.901818
2,2,790100,3000,0.898182
3,2,2858800,4900,0.898182
4,2,4930500,6500,0.905455
5,2,6478400,5800,0.912727
6,2,8134200,8800,0.934545
7,2,9680500,8100,0.941818
8,2,16047200,9300,0.938182
1,3,333200,1700,0.934545
2,3,1327300,2500,0.96
3,3,3713100,4000,0.949091
4,3,5897400,4100,0.956364
5,3,8400500,4700,0.967273
6,3,11491800,5900,0.974545
7,3,16815700,7800,0.974545
8,3,22736900,8300,0.970909
1,4,401200,1300,0.934545
2,4,1608500,2300,0.967273
3,4,4102500,3600,0.963636
4,4,6814100,4200,0.956364
5,4,14928500,5300,0.978182
6,4,17838000,6600,0.967273
7,4,27660400,7700,0.978182
8,4,34713500,10900,0.974545
1,1,106500,1500,0.803636
2,1,557700,4100,0.84
3,1,1239100,5300,0.810909
4,1,1657900,5500,0.807273
5,1,2561400,6300,0.825455
6,1,3968600,7100,0.818182
7,1,6818200,10700,0.821818
8,1,8660600,9700,0.818182
1,2,190300,1200,0.901818
2,2,973200,3000,0.898182
3,2,1902200,4100,0.898182
4,2,3401900,4700,0.905455
5,2,5541800,6200,0.912727
6,2,8004100,9600,0.934545
7,2,12038100,9000,0.941818
8,2,14049900,10000,0.938182
1,3,333800,2000,0.934545
2,3,1349800,2800,0.96
3,3,3669500,4900,0.949091
4,3,6484600,5200,0.956364
5,3,9283000,6600,0.967273
6,3,12807900,7500,0.974545
7,3,17955900,8400,0.974545
8,3,29590700,8600,0.970909
1,4,401000,1300,0.934545
2,4,1607300,2400,0.967273
3,4,4036500,3200,0.963636
4,4,8418600,4900,0.956364
5,4,11618700,5000,0.978182
6,4,16196800,6000,0.967273
7,4,21546500,7100,0.978182
8,4,27603100,8100,0.974545
1,1,93700,1200,0.803636
2,1,393400,2600,0.84
3,1,876700,4000,0.810909
4,1,1499200,4700,0.807273
5,1,2573600,6800,0.825455
6,1,3527900,6300,0.818182
7,1,4777500,8100,0.821818
8,1,6027900,8700,0.818182
1,2,173100,1100,0.901818
2,2,691800,2700,0.898182
3,2,1696500,3600,0.898182
4,2,3066800,4400,0.905455
5,2,4796400,5500,0.912727
6,2,6983700,7100,0.934545
7,2,9714700,8200,0.941818
8,2,12845200,8600,0.938182
1,3,311400,1400,0.934545
2,3,1798800,3100,0.96
3,3,2995700,3300,0.949091
4,3,4967100,4300,0.956364
5,3,8542600,5200,0.967273
6,3,11448000,6000,0.974545
7,3,17383400,7600,0.974545
8,3,26004300,8300,0.970909
1,4,401200,1500,0.934545
2,4,1554400,2400,0.967273
3,4,3985900,3300,0.963636
4,4,6854600,4200,0.956364
5,4,11198300,5000,0.978182
6,4,15933700,5800,0.967273
7,4,21311100,6900,0.978182
8,4,36494500,9400,0.974545
1,1,94100,1500,0.803636
2,1,372700,2900,0.84
3,1,857700,3700,0.810909
4,1,1496500,4700,0.807273
5,1,2303300,5500,0.825455
6,1,3446800,6300,0.818182
7,1,4623900,8100,0.821818
8,1,6223000,8500,0.818182
1,2,178400,1100,0.901818
2,2,691800,2900,0.898182
3,2,1710400,3700,0.898182
4,2,3080100,4100,0.905455
5,2,4905300,5300,0.912727
6,2,6575800,6800,0.934545
7,2,10069600,8700,0.941818
8,2,12549300,8800,0.938182
1,3,303000,1200,0.934545
2,3,1172100,2200,0.96
3,3,3082500,3200,0.949091
4,3,4964400,4200,0.956364
5,3,8382000,4700,0.967273
6,3,11563400,6100,0.974545
7,3,15907700,6900,0.974545
8,3,20557900,8300,0.970909
1,4,403100,1400,0.934545
2,4,1549500,2500,0.967273
3,4,4009800,3100,0.963636
4,4,6792000,4300,0.956364
5,4,11099700,5100,0.978182
6,4,15838400,5500,0.967273
7,4,21314200,7300,0.978182
8,4,27606900,8000,0.974545
