samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
4,3,5037100,4300,0.956364
5,3,8534700,5100,0.967273
6,3,11516200,6100,0.974545
7,3,15987600,6700,0.974545
8,3,20849200,8300,0.970909
1,4,403400,1300,0.934545
2,4,1551500,2400,0.967273
3,4,4115800,3200,0.963636
4,4,6804200,4300,0.956364
5,4,11210400,4900,0.978182
6,4,16046100,5800,0.967273
7,4,21233600,6800,0.978182
8,4,27407500,8100,0.974545
1,1,94500,1200,0.803636
2,1,372200,2700,0.84
3,1,854700,3700,0.810909
4,1,1576300,4700,0.807273
5,1,2303200,6000,0.825455
6,1,3358300,6000,0.818182
7,1,4635600,7900,0.821818
8,1,6108500,8600,0.818182
1,2,173000,1200,0.901818
2,2,689900,2600,0.898182
3,2,1695900,3700,0.898182
4,2,3075800,4200,0.905455
5,2,4916000,5500,0.912727
6,2,6616200,7000,0.934545
7,2,9633300,7900,0.941818
8,2,12653100,8400,0.938182
1,3,327400,1200,0.934545
2,3,1165600,2400,0.96
3,3,3025400,3400,0.949091
4,3,4992500,4300,0.956364
5,3,8428700,5000,0.967273
6,3,11377200,5900,0.974545
7,3,16541200,7200,0.974545
8,3,20689800,8200,0.970909
1,4,405500,1100,0.934545
2,4,1550400,2300,0.967273
3,4,3993800,3200,0.963636
4,4,6774700,4400,0.956364
5,4,11375300,5900,0.978182
6,4,15815700,5700,0.967273
7,4,21438000,7000,0.978182
8,4,27457700,8200,0.974545
1,1,93400,1300,0.803636
2,1,370900,2600,0.84
3,1,855800,3800,0.810909
4,1,1481900,4800,0.807273
5,1,2287800,5500,0.825455
6,1,3408000,6300,0.818182
7,1,4656200,7900,0.821818
8,1,6107900,8800,0.818182
1,2,173500,1200,0.901818
2,2,690900,2600,0.898182
3,2,1703000,3600,0.898182
4,2,3041300,4000,0.905455
5,2,4809300,5800,0.912727
6,2,6637600,7000,0.934545
7,2,9609600,8200,0.941818
8,2,12729700,8700,0.938182
1,3,303800,1200,0.934545
2,3,1170100,2300,0.96
3,3,3095400,3200,0.949091
4,3,5062900,4200,0.956364
5,3,8454300,4800,0.967273
6,3,11827500,5700,0.974545
7,3,16149300,7000,0.974545
8,3,20829600,8300,0.970909
1,4,403000,1200,0.934545
2,4,1639500,2400,0.967273
3,4,3983800,3100,0.963636
4,4,6909500,4400,0.956364
5,4,11437700,4700,0.978182
6,4,16027800,5800,0.967273
7,4,21417900,7000,0.978182
8,4,27450800,7900,0.974545
1,1,93300,1200,0.803636
2,1,372600,2600,0.84
3,1,965400,4200,0.810909
4,1,1591900,4700,0.807273
5,1,2312500,5500,0.825455
6,1,3363700,6400,0.818182
7,1,4665900,8000,0.821818
8,1,6093800,8200,0.818182
1,2,173600,1100,0.901818
2,2,692500,2700,0.898182
3,2,1718500,3400,0.898182
4,2,3161100,4300,0.905455
5,2,4771900,5500,0.912727
6,2,6656300,7100,0.934545
7,2,9704600,8000,0.941818
8,2,12680700,8400,0.938182
1,3,302300,1200,0.934545
2,3,1164000,2100,0.96
3,3,2995100,3100,0.949091
4,3,4974900,4000,0.956364
5,3,8284200,4900,0.967273
6,3,11381900,5900,0.974545
7,3,15889600,7000,0.974545
8,3,20467700,8100,0.970909
1,4,403200,1300,0.934545
2,4,1551800,2400,0.967273
3,4,3983300,3300,0.963636
4,4,6830800,4300,0.956364
5,4,11096400,4800,0.978182
6,4,16159100,5700,0.967273
7,4,21263600,6900,0.978182
8,4,27308900,7900,0.974545
1,1,94300,1300,0.803636
2,1,372600,2700,0.84
3,1,855000,3800,0.810909
4,1,1484900,4500,0.807273
5,1,2290300,5500,0.825455
6,1,3347700,6300,0.818182
7,1,4728000,9100,0.821818
8,1,6053400,8600,0.818182
1,2,173200,1100,0.901818
2,2,692400,2600,0.898182
3,2,1694700,3500,0.898182
4,2,3142600,4200,0.905455
5,2,4775200,5400,0.912727
6,2,6657400,7300,0.934545
7,2,9733400,8200,0.941818
8,2,12720200,8500,0.938182
1,3,303800,1200,0.934545
2,3,1169700,2200,0.96
3,3,3015900,3000,0.949091
4,3,4977400,4300,0.956364
5,3,8299700,4900,0.967273
6,3,11398900,5800,0.974545
7,3,17626400,7400,0.974545
8,3,20825100,8200,0.970909
1,4,402300,1300,0.934545
2,4,1711500,2700,0.967273
3,4,4215100,3000,0.963636
4,4,6816900,4300,0.956364
5,4,12201900,5700,0.978182
6,4,16233400,5900,0.967273
7,4,21129200,7000,0.978182
8,4,27141200,7900,0.974545
1,1,93700,1200,0.803636
2,1,371800,2600,0.84
3,1,854500,3900,0.810909
4,1,1478700,4500,0.807273
5,1,2284500,5500,0.825455
6,1,3343700,6300,0.818182
7,1,4811400,7900,0.821818
8,1,6403100,8700,0.818182
1,2,173000,1100,0.901818
2,2,689300,2500,0.898182
3,2,1695000,3600,0.898182
4,2,3061500,4600,0.905455
5,2,5446500,5700,0.912727
6,2,6704400,7100,0.934545
7,2,9593700,8300,0.941818
8,2,12526700,8700,0.938182
1,3,304300,1200,0.934545
2,3,1165700,2200,0.96
3,3,3117100,3300,0.949091
4,3,4991900,4100,0.956364
5,3,8438400,5000,0.967273
6,3,11373900,6000,0.974545
7,3,16109000,6800,0.974545
8,3,20463000,8400,0.970909
1,4,402300,1300,0.934545
2,4,1567500,2300,0.967273
3,4,4052900,3000,0.963636
4,4,6846000,4500,0.956364
5,4,11119900,5000,0.978182
6,4,15800200,5900,0.967273
7,4,21400100,7000,0.978182
8,4,27252600,8000,0.974545
1,1,94000,1200,0.803636
2,1,374500,2600,0.84
3,1,861700,3600,0.810909
4,1,1479300,4600,0.807273
5,1,2288000,5700,0.825455
6,1,3498100,6700,0.818182
7,1,4609500,7900,0.821818
8,1,6056700,8300,0.818182
1,2,173100,1000,0.901818
2,2,690300,2500,0.898182
3,2,1714200,3900,0.898182
4,2,3072600,4100,0.905455
5,2,4890200,5900,0.912727
6,2,6643700,6800,0.934545
7,2,9602800,8300,0.941818
8,2,12645800,9700,0.938182
1,3,304600,1300,0.934545
2,3,1181000,2300,0.96
3,3,3118200,3000,0.949091
4,3,5014300,4100,0.956364
5,3,8460500,4600,0.967273
6,3,11465600,5800,0.974545
7,3,15899100,7000,0.974545
8,3,20461300,7900,0.970909
1,4,430400,1300,0.934545
2,4,1568100,2300,0.967273
3,4,4033900,3000,0.963636
4,4,6823100,4400,0.956364
5,4,11168100,5000,0.978182
6,4,15896400,5400,0.967273
7,4,21275400,7000,0.978182
8,4,27053700,8800,0.974545
1,1,93800,1200,0.803636
2,1,374400,2600,0.84
3,1,854100,3700,0.810909
4,1,1479500,4600,0.807273
5,1,2300300,5400,0.825455
6,1,3669900,7000,0.818182
7,1,5077600,8800,0.821818
8,1,6625700,9200,0.818182
1,2,190500,1200,0.901818
2,2,691500,2700,0.898182
3,2,1696000,3700,0.898182
4,2,3087700,4400,0.905455
5,2,4811600,5800,0.912727
6,2,6687100,7000,0.934545
7,2,9727400,8400,0.941818
8,2,12954900,8600,0.938182
1,3,304800,1300,0.934545
2,3,1187100,2200,0.96
3,3,3025100,3300,0.949091
4,3,5025900,4300,0.956364
5,3,8302800,4800,0.967273
6,3,11292400,6000,0.974545
7,3,16135000,9200,0.974545
8,3,20445600,8200,0.970909
1,4,405300,1200,0.934545
2,4,1548200,2400,0.967273
3,4,3992200,3200,0.963636
4,4,6689900,4200,0.956364
5,4,11173100,4900,0.978182
6,4,17338400,6100,0.967273
7,4,22302600,7000,0.978182
8,4,27106600,8600,0.974545
1,1,93800,1200,0.803636
2,1,374900,2700,0.84
3,1,863200,3600,0.810909
4,1,1487600,4400,0.807273
5,1,2294700,5600,0.825455
6,1,3365700,6000,0.818182
7,1,4608100,7900,0.821818
8,1,6025000,8500,0.818182
1,2,173200,1000,0.901818
2,2,691200,2700,0.898182
3,2,1714800,3800,0.898182
4,2,3068400,4400,0.905455
5,2,4810900,5300,0.912727
6,2,6569100,7000,0.934545
7,2,9947700,8200,0.941818
8,2,12701600,8700,0.938182
1,3,329200,1300,0.934545
2,3,1208400,2300,0.96
3,3,2990700,3300,0.949091
4,3,5479000,4600,0.956364
5,3,8360900,5000,0.967273
6,3,11447700,6300,0.974545
7,3,15941700,7100,0.974545
8,3,21745400,10100,0.970909
1,4,404600,1200,0.934545
2,4,1568300,2300,0.967273
3,4,4147400,3200,0.963636
4,4,6737200,4100,0.956364
5,4,11090200,4700,0.978182
6,4,15917900,5900,0.967273
7,4,21124000,6800,0.978182
8,4,27050500,7900,0.974545
1,1,93400,1200,0.803636
2,1,371500,2800,0.84
3,1,864300,3800,0.810909
4,1,1612500,4800,0.807273
5,1,2300900,5600,0.825455
6,1,3354800,6200,0.818182
7,1,4626200,7900,0.821818
8,1,6217800,8800,0.818182
1,2,173300,1100,0.901818
2,2,698000,2600,0.898182
3,2,2005900,4300,0.898182
4,2,3376800,4600,0.905455
5,2,5169600,5700,0.912727
6,2,6557100,6900,0.934545
7,2,9593200,8400,0.941818
8,2,13765300,9500,0.938182
1,3,304700,1200,0.934545
2,3,1167700,2200,0.96
3,3,3258100,3900,0.949091
4,3,5514300,4400,0.956364
5,3,9169800,5200,0.967273
6,3,11770800,5700,0.974545
7,3,16177400,7000,0.974545
8,3,22272300,8700,0.970909
1,4,510900,1700,0.934545
2,4,1567600,2300,0.967273
3,4,4056200,3200,0.963636
4,4,6736000,4200,0.956364
5,4,11200800,5000,0.978182
6,4,15819500,5800,0.967273
7,4,23202200,7600,0.978182
8,4,28814100,8200,0.974545
1,1,93900,1100,0.803636
2,1,376600,2700,0.84
3,1,863000,3600,0.810909
4,1,1494600,4700,0.807273
5,1,2301500,5300,0.825455
6,1,3353900,6000,0.818182
7,1,4614100,7800,0.821818
8,1,6080300,8300,0.818182
1,2,173900,1000,0.901818
2,2,691200,2500,0.898182
3,2,1781100,3500,0.898182
4,2,3038900,4200,0.905455
5,2,4864900,5900,0.912727
6,2,6591000,7000,0.934545
7,2,9549300,8300,0.941818
8,2,12500500,8500,0.938182
1,3,304300,1300,0.934545
2,3,1216100,2400,0.96
3,3,3025100,3100,0.949091
4,3,5176100,4600,0.956364
5,3,8463800,4900,0.967273
6,3,11383400,6300,0.974545
7,3,15911100,7200,0.974545
8,3,20991600,10600,0.970909
1,4,404900,1300,0.934545
2,4,1568900,2300,0.967273
3,4,4316700,4500,0.963636
4,4,6760900,4100,0.956364
5,4,11130200,4900,0.978182
6,4,16643600,6700,0.967273
7,4,23734500,8400,0.978182
8,4,29394000,8100,0.974545
1,1,103800,1500,0.803636
2,1,375700,2900,0.84
3,1,855600,4000,0.810909
4,1,1485000,4600,0.807273
5,1,2487500,5600,0.825455
6,1,3335300,6200,0.818182
7,1,5021500,7900,0.821818
8,1,6281200,8800,0.818182
1,2,173400,1200,0.901818
2,2,691600,2600,0.898182
3,2,1697200,3600,0.898182
4,2,3551500,4900,0.905455
5,2,5271400,6300,0.912727
6,2,7209500,7700,0.934545
7,2,9901700,8100,0.941818
8,2,12662900,8600,0.938182
1,3,304300,1100,0.934545
2,3,1166900,2500,0.96
3,3,2992100,3200,0.949091
4,3,5053300,4300,0.956364
5,3,8327000,4900,0.967273
6,3,11307000,6000,0.974545
7,3,15860200,7200,0.974545
8,3,21619400,8900,0.970909
1,4,443300,1400,0.934545
2,4,1725700,2600,0.967273
3,4,4509300,3700,0.963636
4,4,7446500,4900,0.956364
5,4,12230400,5200,0.978182
6,4,15866300,5700,0.967273
7,4,21324600,6700,0.978182
8,4,27247900,8200,0.974545
1,1,93800,1100,0.803636
2,1,372900,2700,0.84
3,1,855000,3800,0.810909
4,1,1561100,4700,0.807273
5,1,2356800,5600,0.825455
6,1,3545500,6500,0.818182
7,1,4707900,7700,0.821818
8,1,6292100,8300,0.818182
1,2,173300,1100,0.901818
2,2,691400,2600,0.898182
3,2,1712500,3600,0.898182
4,2,3131100,4500,0.905455
5,2,5389600,6200,0.912727
6,2,6699400,7000,0.934545
7,2,9811700,8200,0.941818
8,2,12666100,8600,0.938182
1,3,304100,1200,0.934545
2,3,1190600,2300,0.96
3,3,3260800,3200,0.949091
4,3,5092200,4200,0.956364
5,3,8475100,4800,0.967273
6,3,11497900,5800,0.974545
7,3,16043800,6800,0.974545
8,3,20598300,8500,0.970909
1,4,403100,1100,0.934545
2,4,1572500,2300,0.967273
3,4,4024000,3300,0.963636
4,4,6973200,4300,0.956364
5,4,11532900,4900,0.978182
6,4,16080300,5800,0.967273
7,4,21491700,6700,0.978182
8,4,27462300,8600,0.974545
1,1,93900,1300,0.803636
2,1,374100,2600,0.84
3,1,952400,3900,0.810909
4,1,1699900,5000,0.807273
5,1,2614100,5900,0.825455
6,1,3411600,6300,0.818182
7,1,4965000,9300,0.821818
8,1,6731500,9100,0.818182
1,2,173700,1100,0.901818
2,2,691500,2500,0.898182
3,2,1722500,3600,0.898182
4,2,3131200,4500,0.905455
5,2,4891800,5400,0.912727
6,2,6720200,7500,0.934545
7,2,9803000,8300,0.941818
8,2,12704500,8800,0.938182
1,3,305300,1300,0.934545
2,3,1284600,2600,0.96
3,3,3290100,3400,0.949091
4,3,5603400,4500,0.956364
5,3,9490500,5300,0.967273
6,3,12303300,6300,0.974545
7,3,16126500,7200,0.974545
8,3,20749600,8500,0.970909
1,4,488100,1300,0.934545
2,4,1549500,2200,0.967273
3,4,3984100,3100,0.963636
4,4,7092100,5000,0.956364
5,4,11910600,5400,0.978182
6,4,16135100,5600,0.967273
7,4,21538900,6900,0.978182
8,4,27754300,8900,0.974545
1,1,105200,1400,0.803636
2,1,413600,3200,0.84
3,1,861400,3900,0.810909
4,1,1542400,4400,0.807273
5,1,2357400,5500,0.825455
6,1,3401900,6100,0.818182
7,1,4681400,8000,0.821818
8,1,6066900,8500,0.818182
1,2,178800,1000,0.901818
2,2,697600,2700,0.898182
3,2,1739500,3800,0.898182
4,2,3147600,4300,0.905455
5,2,5047600,5600,0.912727
6,2,6766100,6900,0.934545
7,2,9797900,8200,0.941818
8,2,12967700,8600,0.938182
1,3,323700,1400,0.934545
2,3,1205400,2300,0.96
3,3,3069500,3200,0.949091
4,3,4990500,4400,0.956364
5,3,8505300,5000,0.967273
6,3,11576300,5800,0.974545
7,3,16451100,7400,0.974545
8,3,20637000,8300,0.970909
1,4,434000,1100,0.934545
2,4,1589300,2300,0.967273
3,4,4027100,3200,0.963636
4,4,6841200,4500,0.956364
5,4,11357300,4900,0.978182
6,4,16059400,5700,0.967273
7,4,21515600,7300,0.978182
8,4,27531300,7900,0.974545
1,1,99600,1100,0.803636
2,1,454800,2700,0.84
3,1,883400,3300,0.810909
4,1,1544200,4800,0.807273
5,1,2485600,5500,0.825455
6,1,3428300,6200,0.818182
7,1,4777600,7800,0.821818
8,1,6152400,8500,0.818182
1,2,185500,1100,0.901818
2,2,717800,2600,0.898182
3,2,1742400,3700,0.898182
4,2,3159200,4300,0.905455
5,2,5165600,5600,0.912727
6,2,6666100,7200,0.934545
7,2,9858300,8100,0.941818
8,2,12596400,8300,0.938182
1,3,314500,1200,0.934545
2,3,1189500,2300,0.96
3,3,3022700,3000,0.949091
4,3,5238400,4200,0.956364
5,3,8319500,4900,0.967273
6,3,11320100,5700,0.974545
7,3,15856900,6800,0.974545
8,3,20888600,8500,0.970909
1,4,416100,1300,0.934545
2,4,1579200,2300,0.967273
3,4,4129200,3000,0.963636
4,4,6749400,4500,0.956364
5,4,11096500,5000,0.978182
6,4,15913200,5700,0.967273
7,4,21347400,6500,0.978182
8,4,27502300,8100,0.974545
1,1,96300,1200,0.803636
2,1,379400,2700,0.84
3,1,873500,3500,0.810909
4,1,1503200,4500,0.807273
5,1,2302700,5300,0.825455
6,1,3353900,6000,0.818182
7,1,4866000,8200,0.821818
8,1,6047700,8600,0.818182
1,2,190800,1200,0.901818
2,2,759600,2800,0.898182
3,2,1990000,5000,0.898182
4,2,3071300,4400,0.905455
5,2,4910700,5500,0.912727
6,2,6561500,6800,0.934545
7,2,9696700,8000,0.941818
8,2,12739900,9000,0.938182
1,3,304400,1300,0.934545
2,3,1178700,2400,0.96
3,3,3015700,3100,0.949091
4,3,5043800,4100,0.956364
5,3,8507800,5000,0.967273
6,3,11708200,5900,0.974545
7,3,16040100,6900,0.974545
8,3,20602100,8000,0.970909
1,4,404000,1300,0.934545
2,4,1550900,2300,0.967273
3,4,4017500,3300,0.963636
4,4,6855900,4100,0.956364
5,4,11535600,5000,0.978182
6,4,16904100,5800,0.967273
7,4,21139500,7100,0.978182
8,4,27142400,8100,0.974545
1,1,94200,1200,0.803636
2,1,378500,2600,0.84
3,1,860400,3700,0.810909
4,1,1519900,4800,0.807273
5,1,2343800,5300,0.825455
6,1,3541400,6100,0.818182
7,1,4678900,7800,0.821818
8,1,6214100,8500,0.818182
1,2,173400,1000,0.901818
2,2,690500,2500,0.898182
3,2,1696000,3500,0.898182
4,2,3040500,4500,0.905455
5,2,4776400,5500,0.912727
6,2,6742200,7000,0.934545
7,2,9667000,8800,0.941818
8,2,12655500,8700,0.938182
1,3,304500,1200,0.934545
2,3,1181000,2600,0.96
3,3,3169700,3100,0.949091
4,3,4959700,4100,0.956364
5,3,8434500,5200,0.967273
6,3,11409700,5900,0.974545
7,3,16628700,6900,0.974545
8,3,20484500,8000,0.970909
1,4,404800,1300,0.934545
2,4,1931100,2500,0.967273
3,4,4711900,3200,0.963636
4,4,7715900,4500,0.956364
5,4,12012500,4800,0.978182
6,4,16901400,5600,0.967273
7,4,22572700,6700,0.978182
8,4,28533100,8300,0.974545
1,1,93500,1200,0.803636
2,1,510700,3700,0.84
3,1,853700,3700,0.810909
4,1,1479100,4700,0.807273
5,1,2295300,5500,0.825455
6,1,3334700,6200,0.818182
7,1,4740300,8100,0.821818
8,1,6311700,8600,0.818182
1,2,173100,1100,0.901818
2,2,690100,2500,0.898182
3,2,1696500,3500,0.898182
4,2,3038700,4300,0.905455
5,2,4837000,5500,0.912727
6,2,6537800,7000,0.934545
7,2,9655400,8800,0.941818
8,2,12656000,8700,0.938182
1,3,304400,1200,0.934545
2,3,1166100,2400,0.96
3,3,2990500,3100,0.949091
4,3,5033300,4300,0.956364
5,3,8444700,5200,0.967273
6,3,11367800,6400,0.974545
7,3,15890300,7200,0.974545
8,3,20465300,8100,0.970909
1,4,402800,1300,0.934545
2,4,1544400,2300,0.967273
3,4,4039000,3400,0.963636
4,4,6796500,4300,0.956364
5,4,11038600,4700,0.978182
6,4,15778500,5500,0.967273
7,4,21134800,6900,0.978182
8,4,28478000,9100,0.974545
1,1,94300,1200,0.803636
2,1,428100,2700,0.84
3,1,854900,3500,0.810909
4,1,1481800,4500,0.807273
5,1,2290600,5400,0.825455
6,1,3333600,6200,0.818182
7,1,4612600,8200,0.821818
8,1,6134900,8500,0.818182
1,2,172700,1000,0.901818
2,2,688600,2600,0.898182
3,2,1822500,3800,0.898182
4,2,3037600,4100,0.905455
5,2,4810300,5500,0.912727
6,2,6543400,7000,0.934545
7,2,9676200,8300,0.941818
8,2,12676500,8600,0.938182
1,3,304300,1300,0.934545
2,3,1187500,2300,0.96
3,3,2993100,3000,0.949091
4,3,4964000,4300,0.956364
5,3,8346600,4800,0.967273
6,3,11480100,6600,0.974545
7,3,16211400,7100,0.974545
8,3,20431000,8000,0.970909
1,4,403000,1100,0.934545
2,4,1547000,2300,0.967273
3,4,4088600,3300,0.963636
4,4,6766300,4300,0.956364
5,4,11061400,5400,0.978182
6,4,15837800,5600,0.967273
7,4,22586000,7200,0.978182
8,4,27047000,8000,0.974545
1,1,94200,1200,0.803636
2,1,371000,2600,0.84
3,1,855700,3700,0.810909
4,1,1496100,4700,0.807273
5,1,2296000,5600,0.825455
6,1,3327100,6200,0.818182
7,1,4639000,8200,0.821818
8,1,6057000,8400,0.818182
1,2,173100,1100,0.901818
2,2,689800,2500,0.898182
3,2,1696900,3600,0.898182
4,2,3061700,4200,0.905455
5,2,4832700,5500,0.912727
6,2,6547000,6900,0.934545
7,2,9565500,8400,0.941818
8,2,12520300,8700,0.938182
1,3,304900,1300,0.934545
2,3,1165600,2300,0.96
3,3,3015200,3300,0.949091
4,3,4953100,4100,0.956364
5,3,8667900,5300,0.967273
6,3,11333500,6000,0.974545
7,3,15882200,6900,0.974545
8,3,20441600,8000,0.970909
1,4,402400,1300,0.934545
2,4,1547000,2300,0.967273
3,4,4057500,3300,0.963636
4,4,6684800,4200,0.956364
5,4,11024400,4800,0.978182
6,4,17082900,5700,0.967273
7,4,21285400,6900,0.978182
8,4,27076100,8200,0.974545
1,1,94200,1200,0.803636
2,1,426500,2800,0.84
3,1,855700,3700,0.810909
4,1,1492100,4500,0.807273
5,1,2295700,5400,0.825455
6,1,3444100,6700,0.818182
7,1,4615300,7700,0.821818
8,1,6096600,8500,0.818182
1,2,173300,1100,0.901818
2,2,699900,2500,0.898182
3,2,1697700,3600,0.898182
4,2,3036600,4400,0.905455
5,2,4881900,5600,0.912727
6,2,6610300,7100,0.934545
7,2,9559300,8000,0.941818
8,2,12483700,8800,0.938182
1,3,304600,1300,0.934545
2,3,1165600,2300,0.96
3,3,3105600,3300,0.949091
4,3,4959400,4200,0.956364
5,3,8369200,5000,0.967273
6,3,11317100,6000,0.974545
7,3,15867000,7100,0.974545
8,3,20658400,9200,0.970909
1,4,443500,1500,0.934545
2,4,1702100,2700,0.967273
3,4,3983000,3200,0.963636
4,4,6873200,4800,0.956364
5,4,11145600,4900,0.978182
6,4,15994300,5600,0.967273
7,4,22957300,7200,0.978182
8,4,27336400,8000,0.974545
1,1,94400,1300,0.803636
2,1,371200,2700,0.84
3,1,888100,3700,0.810909
4,1,1630000,5200,0.807273
5,1,2577000,5800,0.825455
6,1,3671100,6900,0.818182
7,1,5093300,9100,0.821818
8,1,6654500,12500,0.818182
1,2,173300,1100,0.901818
2,2,690000,2600,0.898182
3,2,1696800,3600,0.898182
4,2,3058900,4200,0.905455
5,2,4774200,5400,0.912727
6,2,6554800,7200,0.934545
7,2,9567500,8200,0.941818
8,2,13820900,9500,0.938182
1,3,333000,1300,0.934545
2,3,1281200,2600,0.96
3,3,3367100,3300,0.949091
4,3,5042300,4300,0.956364
5,3,8341100,5000,0.967273
6,3,12118500,6100,0.974545
7,3,15917500,6900,0.974545
8,3,20404200,8400,0.970909
1,4,401700,1300,0.934545
2,4,1547800,2400,0.967273
3,4,3987300,3100,0.963636
4,4,6841800,4400,0.956364
5,4,11321400,5300,0.978182
6,4,16268800,6000,0.967273
7,4,21199700,7100,0.978182
8,4,27210900,8200,0.974545
1,1,94100,1100,0.803636
2,1,371800,2600,0.84
3,1,853600,3600,0.810909
4,1,1480100,4500,0.807273
5,1,2289400,5600,0.825455
6,1,3417800,6100,0.818182
7,1,4635500,8500,0.821818
8,1,6179500,9000,0.818182
1,2,172900,1000,0.901818
2,2,688700,2700,0.898182
3,2,1693500,3400,0.898182
4,2,3057400,4400,0.905455
5,2,4778000,5700,0.912727
6,2,6710300,7700,0.934545
7,2,9580100,8100,0.941818
8,2,13189500,9400,0.938182
1,3,304100,1300,0.934545
2,3,1169500,2300,0.96
3,3,3132000,3400,0.949091
4,3,4969900,4100,0.956364
5,3,8454500,5100,0.967273
6,3,11470100,6200,0.974545
7,3,15978700,7000,0.974545
8,3,20492900,8000,0.970909
1,4,404100,1400,0.934545
2,4,1797800,2600,0.967273
3,4,4031300,3700,0.963636
4,4,6835100,4400,0.956364
5,4,11203300,5200,0.978182
6,4,16075000,5600,0.967273
7,4,21447500,6900,0.978182
8,4,27244700,8200,0.974545
1,1,94500,1300,0.803636
2,1,372100,2600,0.84
3,1,1030900,4200,0.810909
4,1,1485300,4500,0.807273
5,1,2285600,15800,0.825455
6,1,3374500,6100,0.818182
7,1,4879800,8100,0.821818
8,1,6066800,8500,0.818182
1,2,173100,1000,0.901818
2,2,689500,2700,0.898182
3,2,1697200,3800,0.898182
4,2,3080900,4400,0.905455
5,2,4768700,5600,0.912727
6,2,6893800,6900,0.934545
7,2,10157200,8300,0.941818
8,2,14199500,9500,0.938182
1,3,334200,1500,0.934545
2,3,1191600,2400,0.96
3,3,3021300,3100,0.949091
4,3,5005100,4200,0.956364
5,3,8371600,4700,0.967273
6,3,11505800,5900,0.974545
7,3,16765600,7800,0.974545
8,3,22647000,9000,0.970909
1,4,444300,1500,0.934545
2,4,1709000,2600,0.967273
3,4,3989400,3100,0.963636
4,4,6851400,4500,0.956364
5,4,11201000,5000,0.978182
6,4,16817200,6300,0.967273
7,4,23299300,7200,0.978182
8,4,27293800,9000,0.974545
1,1,94400,1200,0.803636
2,1,373600,2700,0.84
3,1,856200,3600,0.810909
4,1,1487400,4600,0.807273
5,1,2286800,5500,0.825455
6,1,3378600,6200,0.818182
7,1,4650600,8200,0.821818
8,1,6092900,8200,0.818182
1,2,174600,1200,0.901818
2,2,692800,2600,0.898182
3,2,1699100,3700,0.898182
4,2,3121100,4200,0.905455
5,2,4793200,5500,0.912727
6,2,7132500,7800,0.934545
7,2,10634100,9400,0.941818
8,2,13473000,8700,0.938182
1,3,304000,1300,0.934545
2,3,1232600,2400,0.96
3,3,3049200,3100,0.949091
4,3,5169700,4000,0.956364
5,3,8378700,4900,0.967273
6,3,11351000,5800,0.974545
7,3,15981900,7000,0.974545
8,3,20656400,7800,0.970909
1,4,402700,1200,0.934545
2,4,1549500,2200,0.967273
3,4,4128000,3200,0.963636
4,4,6865300,4400,0.956364
5,4,11407600,4900,0.978182
6,4,16143700,5800,0.967273
7,4,21448600,7300,0.978182
8,4,27680300,8000,0.974545
1,1,94000,1200,0.803636
2,1,372300,2700,0.84
3,1,864500,3600,0.810909
4,1,1495100,4800,0.807273
5,1,2306800,5600,0.825455
6,1,3397100,6100,0.818182
7,1,4646300,8200,0.821818
8,1,6065000,8500,0.818182
1,2,174200,1000,0.901818
2,2,693300,2700,0.898182
3,2,1712800,3700,0.898182
4,2,3074100,4300,0.905455
5,2,4825000,5600,0.912727
6,2,6629300,7000,0.934545
7,2,10152700,8200,0.941818
8,2,12698600,8700,0.938182
1,3,302000,1300,0.934545
2,3,1163900,2500,0.96
3,3,3054700,3100,0.949091
4,3,4989500,4400,0.956364
5,3,8343700,5000,0.967273
6,3,11509600,6400,0.974545
7,3,15989600,7200,0.974545
8,3,20326600,7600,0.970909
1,4,405700,1300,0.934545
2,4,1555400,2300,0.967273
3,4,4127600,3400,0.963636
4,4,6802700,4300,0.956364
5,4,11130700,5100,0.978182
6,4,15877300,5600,0.967273
7,4,23659100,7500,0.978182
8,4,29474700,8200,0.974545
1,1,94300,1200,0.803636
2,1,373200,2600,0.84
3,1,863700,3800,0.810909
4,1,1498000,4600,0.807273
5,1,2313600,5600,0.825455
6,1,3502600,6200,0.818182
7,1,4625100,8600,0.821818
8,1,6052200,8500,0.818182
1,2,173100,1000,0.901818
2,2,732100,2500,0.898182
3,2,1698300,3800,0.898182
4,2,3038100,4100,0.905455
5,2,4818100,5400,0.912727
6,2,6730500,7000,0.934545
7,2,9640200,11100,0.941818
8,2,13051800,11500,0.938182
1,3,302400,1500,0.934545
2,3,1166500,2300,0.96
3,3,3212000,3200,0.949091
4,3,4988400,4300,0.956364
5,3,8469900,4900,0.967273
6,3,11755700,6200,0.974545
7,3,16502300,7200,0.974545
8,3,20744700,8300,0.970909
1,4,402200,1200,0.934545
2,4,1546400,2300,0.967273
3,4,4017900,3400,0.963636
4,4,6831300,4400,0.956364
5,4,12011300,5400,0.978182
6,4,17353400,6000,0.967273
7,4,21239000,7300,0.978182
8,4,27392800,8200,0.974545
1,1,94100,1300,0.803636
2,1,388500,2800,0.84
3,1,862100,3600,0.810909
4,1,1493600,4600,0.807273
5,1,2373600,5600,0.825455
6,1,3368300,6100,0.818182
7,1,4708800,8000,0.821818
8,1,6043700,8300,0.818182
1,2,173100,1100,0.901818
2,2,690700,2500,0.898182
3,2,1711200,3500,0.898182
