samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
3,1,417100,8000,0.861818
4,1,585500,10700,0.869091
5,1,696600,13400,0.850909
6,1,843000,16400,0.861818
7,1,974200,18700,0.861818
8,1,1149000,21300,0.861818
1,2,162800,3200,0.916364
2,2,321200,6100,0.916364
3,2,596600,9000,0.92
4,2,751100,19800,0.916364
5,2,793900,15100,0.934545
6,2,1113400,18100,0.927273
7,2,1107200,21000,0.938182
8,2,2439100,30300,0.927273
1,3,182000,3300,0.989091
2,3,657800,8600,0.992727
3,3,531700,9700,1
4,3,708600,12700,1
5,3,1631700,20000,1
6,3,1063400,19000,0.996364
7,3,1237400,21700,1
8,3,2740500,31400,1
1,4,440800,4300,0.996364
2,4,480400,9200,0.996364
3,4,1197900,12500,0.996364
4,4,2037300,17400,1
5,4,2733400,46100,1
6,4,1530900,20600,1
7,4,5262300,30000,1
8,4,1729000,25400,1
1,1,143800,2800,0.836364
2,1,299200,6800,0.872727
3,1,455500,8200,0.861818
4,1,1006800,14000,0.869091
5,1,702400,13600,0.850909
6,1,893900,15900,0.861818
7,1,1014800,18800,0.861818
8,1,1118400,21300,0.861818
1,2,164400,3200,0.916364
2,2,321100,6100,0.916364
3,2,744700,10900,0.92
4,2,1963100,28100,0.916364
5,2,793700,15200,0.934545
6,2,952300,18200,0.927273
7,2,1106000,21300,0.938182
8,2,1266600,24200,0.927273
1,3,180400,3400,0.989091
2,3,354900,6400,0.992727
3,3,531000,9700,1
4,3,2047600,24400,1
5,3,2536300,27500,1
6,3,2934500,24600,0.996364
7,3,3809600,72300,1
8,3,1409800,25200,1
1,4,220000,3400,0.996364
2,4,432800,6500,0.996364
3,4,646600,9400,0.996364
4,4,862200,12900,1
5,4,2675800,44600,1
6,4,3046900,34900,1
7,4,1500400,22200,1
8,4,1817400,24900,1
1,1,140400,2800,0.836364
2,1,285700,5500,0.872727
3,1,416900,8100,0.861818
4,1,556600,10600,0.869091
5,1,697400,13400,0.850909
6,1,834300,16200,0.861818
7,1,972900,18600,0.861818
8,1,1491500,21400,0.861818
1,2,163000,3300,0.916364
2,2,319900,6100,0.916364
3,2,477900,8900,0.92
4,2,1655200,15000,0.916364
5,2,800000,15400,0.934545
6,2,964800,18100,0.927273
7,2,1116900,21200,0.938182
8,2,3256400,47500,0.927273
1,3,411700,7000,0.989091
2,3,849600,13900,0.992727
3,3,1357400,19300,1
4,3,1752400,32400,1
5,3,2195200,36300,1
6,3,2733900,39200,0.996364
7,3,3060400,44400,1
8,3,3471800,54900,1
1,4,475300,9600,0.996364
2,4,1052100,14700,0.996364
3,4,746500,9700,0.996364
4,4,907200,13300,1
5,4,1504700,16000,1
6,4,1328200,19000,1
7,4,1666200,22200,1
8,4,3761400,25100,1
1,1,142100,2800,0.836364
2,1,280300,5400,0.872727
3,1,417900,8200,0.861818
4,1,568700,10700,0.869091
5,1,703000,13300,0.850909
6,1,841300,16100,0.861818
7,1,982800,18800,0.861818
8,1,1136500,21400,0.861818
1,2,162600,3300,0.916364
2,2,595600,7200,0.916364
3,2,477700,9100,0.92
4,2,635600,12200,0.916364
5,2,794200,15200,0.934545
6,2,953800,18300,0.927273
7,2,1122700,21100,0.938182
8,2,1269600,24300,0.927273
1,3,226700,3400,0.989091
2,3,356100,6400,0.992727
3,3,533700,9700,1
4,3,1460600,16800,1
5,3,2202300,33100,1
6,3,2081400,19300,0.996364
7,3,1237200,22000,1
8,3,1408500,25000,1
1,4,236700,3400,0.996364
2,4,801700,9100,0.996364
3,4,648700,9600,0.996364
4,4,866400,12900,1
5,4,1076900,16000,1
6,4,1290400,19300,1
7,4,1499700,22200,1
8,4,1707700,24800,1
1,1,142000,2800,0.836364
2,1,281100,5500,0.872727
3,1,420100,8100,0.861818
4,1,560200,10600,0.869091
5,1,695400,13400,0.850909
6,1,764500,14600,0.861818
7,1,891600,16900,0.861818
8,1,1018000,19400,0.861818
1,2,147300,3000,0.916364
2,2,343700,6200,0.916364
3,2,474500,9000,0.92
4,2,634500,12100,0.916364
5,2,960700,13800,0.934545
6,2,891500,16600,0.927273
7,2,1007200,19300,0.938182
8,2,1152300,22000,0.927273
1,3,164200,2900,0.989091
2,3,345300,5900,0.992727
3,3,482300,8700,1
4,3,643500,11500,1
5,3,803500,14000,1
6,3,986600,17100,0.996364
7,3,1164400,20100,1
8,3,1282000,22900,1
1,4,215800,3000,0.996364
2,4,392900,6000,0.996364
3,4,823400,9800,0.996364
4,4,863200,12900,1
5,4,1077000,16200,1
6,4,1291100,19000,1
7,4,1499300,22200,1
8,4,1708600,25100,1
1,1,140800,2800,0.836364
2,1,279400,5400,0.872727
3,1,416800,8300,0.861818
4,1,556800,10700,0.869091
5,1,695000,17600,0.850909
6,1,833600,16000,0.861818
7,1,972700,18600,0.861818
8,1,1125900,21400,0.861818
1,2,161500,3300,0.916364
2,2,290800,5500,0.916364
3,2,431200,8100,0.92
4,2,576100,11200,0.916364
5,2,720300,13800,0.934545
6,2,865400,16600,0.927273
7,2,1008500,19300,0.938182
8,2,1152600,21900,0.927273
1,3,185100,3400,0.989091
2,3,323100,6000,0.992727
3,3,482800,8600,1
4,3,644800,11500,1
5,3,886000,15800,1
6,3,1059200,18900,0.996364
7,3,1236600,22000,1
8,3,1443600,25200,1
1,4,221200,3400,0.996364
2,4,444900,6700,0.996364
3,4,1673100,12500,0.996364
4,4,871200,13100,1
5,4,1080100,16000,1
6,4,1174200,17300,1
7,4,1567200,20200,1
8,4,1552000,22700,1
1,1,127700,2500,0.836364
2,1,253900,4900,0.872727
3,1,378600,7500,0.861818
4,1,507600,9800,0.869091
5,1,632300,12100,0.850909
6,1,758700,14600,0.861818
7,1,1018100,23000,0.861818
8,1,1062300,19400,0.861818
1,2,146800,3000,0.916364
2,2,289300,5600,0.916364
3,2,478300,9000,0.92
4,2,1097900,14100,0.916364
5,2,800100,15300,0.934545
6,2,1338300,20600,0.927273
7,2,1110100,21300,0.938182
8,2,1285300,24600,0.927273
1,3,181600,3300,0.989091
2,3,358400,6500,0.992727
3,3,532200,9500,1
4,3,645400,11600,1
5,3,912400,15800,1
6,3,1062900,18800,0.996364
7,3,1258200,22000,1
8,3,1478300,25100,1
1,4,221200,3400,0.996364
2,4,460700,6600,0.996364
3,4,648300,9400,0.996364
4,4,864700,13100,1
5,4,2949100,20400,1
6,4,1374400,19200,1
7,4,2052300,22500,1
8,4,1931400,32500,1
1,1,141000,2800,0.836364
2,1,280100,5500,0.872727
3,1,524200,10300,0.861818
4,1,557700,10900,0.869091
5,1,695300,13500,0.850909
6,1,834100,16000,0.861818
7,1,973200,18700,0.861818
8,1,1110200,21300,0.861818
1,2,160900,3300,0.916364
2,2,607200,7800,0.916364
3,2,906900,11600,0.92
4,2,636800,12200,0.916364
5,2,1810000,15300,0.934545
6,2,955300,18200,0.927273
7,2,1156600,21200,0.938182
8,2,3321400,24600,0.927273
1,3,225500,5800,0.989091
2,3,357500,6500,0.992727
3,3,539700,9900,1
4,3,781300,13700,1
5,3,889800,15700,1
6,3,1159200,18800,0.996364
7,3,1239400,22000,1
8,3,1410300,25200,1
1,4,220500,3400,0.996364
2,4,436800,6800,0.996364
3,4,592900,8600,0.996364
4,4,888000,13000,1
5,4,981300,14600,1
6,4,1175900,17400,1
7,4,1367900,20100,1
8,4,1703100,24900,1
1,1,140900,2800,0.836364
2,1,279600,5400,0.872727
3,1,727500,10200,0.861818
4,1,556700,10800,0.869091
5,1,700100,12200,0.850909
6,1,832300,14600,0.861818
7,1,883800,16900,0.861818
8,1,1011100,19400,0.861818
1,2,146700,2900,0.916364
2,2,289100,5600,0.916364
3,2,432800,8100,0.92
4,2,577400,11000,0.916364
5,2,721800,13800,0.934545
6,2,866700,16600,0.927273
7,2,1007700,19100,0.938182
8,2,1154100,22000,0.927273
1,3,163800,3000,0.989091
2,3,322400,5900,0.992727
3,3,587600,8700,1
4,3,644700,11600,1
5,3,804000,14000,1
6,3,962300,17100,0.996364
7,3,1124100,20100,1
8,3,1282000,22500,1
1,4,200500,3000,0.996364
2,4,434400,6500,0.996364
3,4,647300,9500,0.996364
4,4,863200,12900,1
5,4,1083500,14800,1
6,4,1173700,17300,1
7,4,1362800,20200,1
8,4,1708600,25100,1
1,1,140500,2700,0.836364
2,1,279100,5500,0.872727
3,1,416900,8100,0.861818
4,1,533200,9800,0.869091
5,1,636800,12200,0.850909
6,1,763600,14700,0.861818
7,1,891200,16900,0.861818
8,1,1348900,19400,0.861818
1,2,146800,2900,0.916364
2,2,289300,5400,0.916364
3,2,431300,8000,0.92
4,2,577700,11200,0.916364
5,2,745200,13700,0.934545
6,2,866100,16500,0.927273
7,2,1006900,19100,0.938182
8,2,1152500,22300,0.927273
1,3,163600,3000,0.989091
2,3,322200,5800,0.992727
3,3,517300,9400,1
4,3,645600,11700,1
5,3,805200,14300,1
6,3,962000,17100,0.996364
7,3,1125000,20300,1
8,3,1280400,22600,1
1,4,199400,3100,0.996364
2,4,476600,6600,0.996364
3,4,588100,8600,0.996364
4,4,793500,11700,1
5,4,976600,14500,1
6,4,1671900,24500,1
7,4,1362500,20100,1
8,4,1551100,22500,1
1,1,127400,2500,0.836364
2,1,253700,4900,0.872727
3,1,379000,7400,0.861818
4,1,506000,9700,0.869091
5,1,632100,12100,0.850909
6,1,758000,14600,0.861818
7,1,911000,16900,0.861818
8,1,1008600,19300,0.861818
1,2,147000,2900,0.916364
2,2,289000,5500,0.916364
3,2,430900,8200,0.92
4,2,576200,11100,0.916364
5,2,722000,13800,0.934545
6,2,865200,16600,0.927273
7,2,1007600,19400,0.938182
8,2,1176600,22000,0.927273
1,3,181100,3300,0.989091
2,3,355100,6500,0.992727
3,3,530100,9500,1
4,3,738400,11600,1
5,3,804700,14300,1
6,3,962800,16900,0.996364
7,3,1123200,20000,1
8,3,1281500,22600,1
1,4,199900,3000,0.996364
2,4,393700,6000,0.996364
3,4,647400,9600,0.996364
4,4,861600,12800,1
5,4,1075400,16100,1
6,4,1180700,17300,1
7,4,1500700,22200,1
8,4,1708800,25000,1
1,1,140800,2800,0.836364
2,1,279600,5400,0.872727
3,1,417100,8000,0.861818
4,1,522300,10200,0.869091
5,1,632500,12200,0.850909
6,1,758600,14600,0.861818
7,1,884300,17200,0.861818
8,1,1008800,19300,0.861818
1,2,146500,3000,0.916364
2,2,288900,5500,0.916364
3,2,431300,8000,0.92
4,2,576300,10900,0.916364
5,2,721500,13800,0.934545
6,2,866800,16500,0.927273
7,2,1008500,19200,0.938182
8,2,1151300,21900,0.927273
1,3,163500,3000,0.989091
2,3,322700,5900,0.992727
3,3,482500,8800,1
4,3,643700,11600,1
5,3,804300,14200,1
6,3,1071900,19200,0.996364
7,3,1255800,22000,1
8,3,1470900,25300,1
1,4,254700,3300,0.996364
2,4,468700,6600,0.996364
3,4,650100,9500,0.996364
4,4,863900,12900,1
5,4,1487700,19200,1
6,4,1288200,19000,1
7,4,1550000,22200,1
8,4,4930700,62300,1
1,1,375500,9000,0.836364
2,1,724000,12400,0.872727
3,1,385000,7600,0.861818
4,1,510900,9800,0.869091
5,1,638400,12100,0.850909
6,1,832100,17200,0.861818
7,1,961700,17000,0.861818
8,1,1015900,19400,0.861818
1,2,147400,2900,0.916364
2,2,290100,5400,0.916364
3,2,433500,8100,0.92
4,2,636400,12200,0.916364
5,2,794100,15100,0.934545
6,2,953000,18200,0.927273
7,2,1228700,19300,0.938182
8,2,1159400,21900,0.927273
1,3,164000,3000,0.989091
2,3,323300,5900,0.992727
3,3,514800,9100,1
4,3,644300,11500,1
5,3,804200,14200,1
6,3,963000,17100,0.996364
7,3,1123700,20000,1
8,3,1281700,22800,1
1,4,294000,3100,0.996364
2,4,394500,5900,0.996364
3,4,588300,8600,0.996364
4,4,785000,11800,1
5,4,978000,14500,1
6,4,1171900,17200,1
7,4,1361300,20100,1
8,4,1701400,25000,1
1,1,140700,2800,0.836364
2,1,279100,5500,0.872727
3,1,417100,8100,0.861818
4,1,506300,9800,0.869091
5,1,632400,12200,0.850909
6,1,758500,14600,0.861818
7,1,884200,17000,0.861818
8,1,1116900,19300,0.861818
1,2,146400,3000,0.916364
2,2,289100,5400,0.916364
3,2,431100,8200,0.92
4,2,575700,11100,0.916364
5,2,726000,13900,0.934545
6,2,871600,16500,0.927273
7,2,1014700,19200,0.938182
8,2,1265500,21900,0.927273
1,3,164500,3000,0.989091
2,3,323000,5900,0.992727
3,3,482800,8700,1
4,3,645600,11600,1
5,3,804200,14400,1
6,3,963000,17000,0.996364
7,3,1122400,20000,1
8,3,1283600,22600,1
1,4,200600,3000,0.996364
2,4,394200,5900,0.996364
3,4,588500,8600,0.996364
4,4,784800,11800,1
5,4,978600,14600,1
6,4,1171200,17300,1
7,4,1363500,20100,1
8,4,1550400,22600,1
1,1,127500,2500,0.836364
2,1,253700,4900,0.872727
3,1,379100,7300,0.861818
4,1,506100,9700,0.869091
5,1,631900,12000,0.850909
6,1,758400,14600,0.861818
7,1,884100,16900,0.861818
8,1,1009400,19400,0.861818
1,2,146500,3000,0.916364
2,2,289000,5400,0.916364
3,2,431700,8100,0.92
4,2,576300,11100,0.916364
5,2,721500,13800,0.934545
6,2,867000,16300,0.927273
7,2,1007800,19200,0.938182
8,2,1153700,22000,0.927273
1,3,164000,3000,0.989091
2,3,323600,6000,0.992727
3,3,483300,8600,1
4,3,644900,11600,1
5,3,804500,14100,1
6,3,964300,17000,0.996364
7,3,1123400,19800,1
8,3,1280900,22800,1
1,4,224100,3000,0.996364
2,4,393600,5800,0.996364
3,4,586700,8600,0.996364
4,4,878700,11700,1
5,4,978000,14300,1
6,4,1168600,17300,1
7,4,1498200,20100,1
8,4,1553100,22600,1
1,1,127500,2500,0.836364
2,1,253500,5000,0.872727
3,1,379000,7400,0.861818
4,1,506800,9800,0.869091
5,1,632600,12200,0.850909
6,1,758500,14600,0.861818
7,1,884500,17000,0.861818
8,1,1604300,21500,0.861818
1,2,148500,2900,0.916364
2,2,290200,5500,0.916364
3,2,431800,8100,0.92
4,2,581400,11200,0.916364
5,2,722600,14000,0.934545
6,2,866300,16600,0.927273
7,2,1073500,19300,0.938182
8,2,1151500,22100,0.927273
1,3,163600,3000,0.989091
2,3,321900,5900,0.992727
3,3,572000,10300,1
4,3,644500,11700,1
5,3,804400,14100,1
6,3,962200,17000,0.996364
7,3,1124500,19900,1
8,3,1280100,22600,1
1,4,276700,3400,0.996364
2,4,395000,6100,0.996364
3,4,587900,8500,0.996364
4,4,784600,11700,1
5,4,1080400,16200,1
6,4,1292600,19000,1
7,4,1505200,22800,1
8,4,2421000,28300,1
1,1,271400,3300,0.836364
2,1,543800,6400,0.872727
3,1,821200,12300,0.861818
4,1,557400,10800,0.869091
5,1,695900,13400,0.850909
6,1,833900,15900,0.861818
7,1,973100,18800,0.861818
8,1,2470300,39700,0.861818
1,2,963200,4000,0.916364
2,2,303600,5600,0.916364
3,2,509700,8300,0.92
4,2,588600,11200,0.916364
5,2,745100,13900,0.934545
6,2,877300,16500,0.927273
7,2,1009300,19300,0.938182
8,2,1186600,22100,0.927273
1,3,163600,3100,0.989091
2,3,322700,5900,0.992727
3,3,926100,11900,1
4,3,1262600,15700,1
5,3,863400,14300,1
6,3,962900,17200,0.996364
7,3,1123300,20000,1
8,3,1281800,22800,1
1,4,199700,3100,0.996364
2,4,393500,5900,0.996364
3,4,741500,8700,0.996364
4,4,784100,11700,1
5,4,977300,14500,1
6,4,1224600,21900,1
7,4,1506400,22100,1
8,4,2116900,25100,1
1,1,140800,2700,0.836364
2,1,253800,4900,0.872727
3,1,590500,17000,0.861818
4,1,655600,10800,0.869091
5,1,632600,12200,0.850909
6,1,758600,14500,0.861818
7,1,884500,16900,0.861818
8,1,1009500,19400,0.861818
1,2,147800,2900,0.916364
2,2,289000,5600,0.916364
3,2,431100,8000,0.92
4,2,594300,11200,0.916364
5,2,767800,13800,0.934545
6,2,866900,16300,0.927273
7,2,1007100,19100,0.938182
8,2,1268300,24300,0.927273
1,3,164400,3000,0.989091
2,3,323800,5900,0.992727
3,3,483400,8700,1
4,3,794800,12800,1
5,3,885000,15600,1
6,3,1059200,18800,0.996364
7,3,1235800,21900,1
8,3,1408400,24900,1
1,4,219400,3400,0.996364
2,4,432600,6500,0.996364
3,4,646700,9500,0.996364
4,4,861000,12800,1
5,4,1075000,15800,1
6,4,1172100,17400,1
7,4,1362200,20000,1
8,4,1678700,22700,1
1,1,127600,2500,0.836364
2,1,253700,4900,0.872727
3,1,378800,7400,0.861818
4,1,505700,9600,0.869091
5,1,746600,12100,0.850909
6,1,758600,14600,0.861818
7,1,884400,16900,0.861818
8,1,1009000,19200,0.861818
1,2,146900,3000,0.916364
2,2,290300,5600,0.916364
3,2,431800,8200,0.92
4,2,576300,11100,0.916364
5,2,721400,13800,0.934545
6,2,867900,16400,0.927273
7,2,1037000,19300,0.938182
8,2,1150400,21900,0.927273
1,3,163700,3100,0.989091
2,3,323800,6000,0.992727
3,3,482800,8700,1
4,3,645200,11600,1
5,3,940600,14200,1
6,3,963000,17000,0.996364
7,3,1122800,19900,1
8,3,1280600,22800,1
1,4,199900,3000,0.996364
2,4,393200,5900,0.996364
3,4,588000,8600,0.996364
4,4,785900,11800,1
5,4,977800,14600,1
6,4,1171800,17300,1
7,4,1364000,20200,1
8,4,1550300,22700,1
1,1,127500,2500,0.836364
2,1,253500,5000,0.872727
3,1,378900,7400,0.861818
4,1,505900,9800,0.869091
5,1,632200,12100,0.850909
6,1,758200,14600,0.861818
7,1,884700,16800,0.861818
8,1,1009800,19400,0.861818
1,2,146100,2900,0.916364
2,2,288900,5500,0.916364
3,2,431000,8100,0.92
4,2,577600,11100,0.916364
5,2,721700,13900,0.934545
6,2,867000,16600,0.927273
7,2,1006000,19100,0.938182
8,2,1152000,21900,0.927273
1,3,164200,3000,0.989091
2,3,322600,5800,0.992727
3,3,482700,8700,1
4,3,645800,11500,1
5,3,805000,14200,1
6,3,963100,17200,0.996364
7,3,1239800,21900,1
8,3,1280800,22900,1
1,4,199900,3100,0.996364
2,4,393900,5900,0.996364
3,4,588100,8600,0.996364
4,4,782000,11600,1
5,4,1127200,14500,1
6,4,1171500,17200,1
7,4,1358000,20300,1
8,4,1713200,22600,1
1,1,127500,2600,0.836364
2,1,253700,5000,0.872727
3,1,378900,7400,0.861818
4,1,505400,9600,0.869091
5,1,632400,12000,0.850909
6,1,758300,14500,0.861818
7,1,884600,17000,0.861818
8,1,1008700,19200,0.861818
1,2,146400,3000,0.916364
2,2,289700,5500,0.916364
3,2,454900,8100,0.92
4,2,575700,11100,0.916364
5,2,720600,13800,0.934545
6,2,867700,16600,0.927273
7,2,1007400,19200,0.938182
8,2,1152900,21900,0.927273
1,3,163300,3000,0.989091
2,3,323400,5900,0.992727
3,3,482300,8700,1
4,3,644200,11500,1
5,3,915100,14100,1
6,3,963100,17100,0.996364
7,3,1146500,19900,1
8,3,1281400,22700,1
1,4,304900,3000,0.996364
2,4,394200,6000,0.996364
3,4,589100,8500,0.996364
4,4,784300,11700,1
5,4,978300,14300,1
6,4,1169600,17200,1
7,4,1499900,22200,1
8,4,1705300,24800,1
1,1,140800,2700,0.836364
2,1,278900,5400,0.872727
3,1,416800,8200,0.861818
4,1,556400,10600,0.869091
5,1,695100,13300,0.850909
6,1,837200,16100,0.861818
7,1,893000,17000,0.861818
8,1,1018500,19300,0.861818
1,2,147700,2900,0.916364
2,2,291000,5500,0.916364
3,2,434100,8100,0.92
4,2,578900,11000,0.916364
5,2,724300,13900,0.934545
6,2,870800,16400,0.927273
7,2,1015100,19200,0.938182
8,2,1161400,22100,0.927273
1,3,163900,3000,0.989091
2,3,323900,5900,0.992727
3,3,482700,8800,1
4,3,644400,11600,1
5,3,804200,14200,1
6,3,1115400,17100,0.996364
7,3,1124100,20000,1
8,3,1280500,22600,1
1,4,198900,3100,0.996364
2,4,394000,6000,0.996364
3,4,587800,8600,0.996364
4,4,781900,11600,1
5,4,977900,14500,1
6,4,1171200,17100,1
7,4,1362100,20300,1
8,4,1551200,22700,1
1,1,127400,2500,0.836364
2,1,253600,4900,0.872727
3,1,379000,7400,0.861818
4,1,505700,9800,0.869091
5,1,632800,12200,0.850909
6,1,795400,14600,0.861818
7,1,884700,17000,0.861818
8,1,1008900,19300,0.861818
1,2,146500,2900,0.916364
2,2,289400,5500,0.916364
3,2,431200,8200,0.92
4,2,576500,11000,0.916364
5,2,722000,13900,0.934545
6,2,866700,16400,0.927273
7,2,1029600,19200,0.938182
8,2,1151400,21900,0.927273
1,3,163400,3000,0.989091
2,3,322300,5900,0.992727
3,3,482300,8700,1
4,3,644700,11500,1
5,3,804600,14400,1
6,3,963100,17000,0.996364
7,3,1123600,20000,1
8,3,1282500,22900,1
1,4,200200,3000,0.996364
2,4,393400,5900,0.996364
3,4,706200,8500,0.996364
4,4,783700,11600,1
5,4,977500,14400,1
6,4,1170400,17300,1
7,4,1360900,20100,1
8,4,1549500,22600,1
1,1,149900,2500,0.836364
2,1,254200,4900,0.872727
3,1,379200,7400,0.861818
4,1,505800,9800,0.869091
5,1,632200,12300,0.850909
6,1,757600,14700,0.861818
7,1,884700,17100,0.861818
8,1,1009400,19300,0.861818
1,2,146400,3000,0.916364
2,2,289100,5500,0.916364
3,2,491900,9400,0.92
4,2,576500,11100,0.916364
5,2,721900,13800,0.934545
6,2,865500,16400,0.927273
7,2,1430200,19400,0.938182
8,2,1152500,21900,0.927273
1,3,163600,3000,0.989091
2,3,322800,5900,0.992727
3,3,498600,8700,1
4,3,643600,11600,1
5,3,803700,14300,1
6,3,1219700,17200,0.996364
7,3,1124900,20000,1
8,3,1281600,22600,1
1,4,199800,3100,0.996364
2,4,394000,6000,0.996364
3,4,588100,8700,0.996364
4,4,785900,11700,1
5,4,977700,14600,1
6,4,1170200,17100,1
7,4,1356400,20100,1
8,4,1550600,22600,1
1,1,127400,2500,0.836364
2,1,253300,4900,0.872727
3,1,379000,7500,0.861818
4,1,609400,9600,0.869091
5,1,631900,12200,0.850909
6,1,757800,14500,0.861818
7,1,884700,16900,0.861818
8,1,1008900,19300,0.861818
1,2,146600,2900,0.916364
2,2,289200,5500,0.916364
3,2,431200,8100,0.92
4,2,575900,11000,0.916364
5,2,722100,13900,0.934545
6,2,866700,16600,0.927273
7,2,1030700,19100,0.938182
8,2,1152900,21900,0.927273
1,3,163800,3000,0.989091
2,3,322600,5800,0.992727
3,3,481700,8700,1
4,3,643600,11500,1
5,3,804500,14200,1
6,3,963100,17200,0.996364
7,3,1124000,19900,1
8,3,1281200,22700,1
1,4,199400,3100,0.996364
2,4,393300,6000,0.996364
3,4,671000,8600,0.996364
4,4,783500,11700,1
5,4,977100,14500,1
6,4,1170700,17300,1
7,4,1363800,20000,1
8,4,1550000,22600,1
1,1,127200,2500,0.836364
2,1,254100,5000,0.872727
3,1,378800,7400,0.861818
4,1,505900,9700,0.869091
5,1,632100,12100,0.850909
6,1,758000,14500,0.861818
7,1,884200,17100,0.861818
8,1,1008800,19200,0.861818
1,2,146200,3000,0.916364
2,2,288900,5500,0.916364
3,2,476700,9100,0.92
4,2,635100,12200,0.916364
5,2,793800,15100,0.934545
6,2,952400,18100,0.927273
7,2,1118100,21000,0.938182
8,2,1267400,24200,0.927273
1,3,180000,3400,0.989091
2,3,356300,6600,0.992727
3,3,531700,9500,1
4,3,710000,12700,1
5,3,883300,15600,1
6,3,965700,17000,0.996364
7,3,1126000,19900,1
8,3,1282100,22800,1
1,4,200100,3100,0.996364
2,4,393000,5900,0.996364
3,4,587800,8600,0.996364
4,4,896700,11800,1
5,4,976700,14300,1
6,4,1170300,17200,1
7,4,1465700,20200,1
8,4,1551500,22500,1
1,1,127300,2500,0.836364
2,1,253500,4900,0.872727
3,1,446000,10600,0.861818
4,1,505900,9800,0.869091
5,1,631800,12100,0.850909
6,1,758000,14700,0.861818
7,1,884200,17000,0.861818
8,1,1008800,19300,0.861818
1,2,146200,3000,0.916364
2,2,289100,5500,0.916364
3,2,431000,8000,0.92
4,2,664900,11100,0.916364
5,2,721600,13900,0.934545
6,2,865500,16300,0.927273
7,2,1008200,19300,0.938182
8,2,1341300,24500,0.927273
1,3,186700,3200,0.989091
2,3,323300,5900,0.992727
3,3,483000,8700,1
4,3,645800,11500,1
5,3,803700,14200,1
6,3,962700,16800,0.996364
7,3,1124500,19900,1
8,3,1281600,22700,1
1,4,199900,3100,0.996364
2,4,393200,6100,0.996364
3,4,588100,8500,0.996364
4,4,784600,11700,1
5,4,976900,14500,1
6,4,1172200,17200,1
7,4,1362900,20100,1
8,4,1551300,22700,1
1,1,128500,2600,0.836364
2,1,255600,4900,0.872727
3,1,381900,7300,0.861818
4,1,509500,9700,0.869091
5,1,637100,12100,0.850909
6,1,949200,16100,0.861818
7,1,972900,18700,0.861818
8,1,1110000,21400,0.861818
1,2,151800,3000,0.916364
2,2,289300,5400,0.916364
3,2,431600,8000,0.92
4,2,576100,11200,0.916364
5,2,944700,15200,0.934545
6,2,867400,16600,0.927273
7,2,1007300,19100,0.938182
8,2,1151500,21900,0.927273
1,3,164600,3100,0.989091
2,3,323400,5800,0.992727
3,3,482100,8600,1
4,3,644600,11600,1
5,3,805200,14200,1
6,3,962700,17000,0.996364
7,3,1123200,20000,1
8,3,1284000,22800,1
1,4,200300,3000,0.996364
2,4,393200,6000,0.996364
3,4,586700,8600,0.996364
4,4,785800,11800,1
5,4,977400,14400,1
6,4,1168600,17100,1
7,4,1361600,20100,1
8,4,1550500,22600,1
1,1,127600,2500,0.836364
2,1,253800,5000,0.872727
3,1,379000,7300,0.861818
4,1,505600,9700,0.869091
5,1,631900,12100,0.850909
6,1,758400,14600,0.861818
7,1,998600,16900,0.861818
8,1,1008900,19300,0.861818
1,2,146600,2900,0.916364
2,2,289100,5500,0.916364
3,2,477200,9100,0.92
4,2,634200,12300,0.916364
5,2,794100,15200,0.934545
6,2,953600,18100,0.927273
7,2,1012300,19300,0.938182
8,2,1158800,22000,0.927273
1,3,163700,3000,0.989091
2,3,322800,5900,0.992727
3,3,484200,8600,1
4,3,645500,11500,1
5,3,804900,14100,1
6,3,1067700,17000,0.996364
7,3,1124700,20000,1
8,3,1283200,22600,1
1,4,200600,3000,0.996364
2,4,394100,5900,0.996364
3,4,587400,8600,0.996364
4,4,783900,11700,1
5,4,978600,14600,1
6,4,1171000,17200,1
7,4,1361700,20100,1
8,4,1551200,22600,1
1,1,127900,2500,0.836364
2,1,253500,5000,0.872727
3,1,378900,7300,0.861818
4,1,588300,9800,0.869091
5,1,632600,12200,0.850909
6,1,757900,14600,0.861818
7,1,884000,16900,0.861818
8,1,1008700,19300,0.861818
1,2,146300,2900,0.916364
2,2,289000,5500,0.916364
3,2,430900,8300,0.92
4,2,575800,11100,0.916364
5,2,803100,13700,0.934545
6,2,865600,16500,0.927273
7,2,1005900,19100,0.938182
8,2,1152800,22000,0.927273
1,3,163800,3100,0.989091
2,3,322600,5900,0.992727
3,3,482000,8700,1
4,3,644500,11600,1
5,3,805100,14300,1
6,3,963200,17000,0.996364
7,3,1122900,19900,1
8,3,1281500,22600,1
1,4,200000,3000,0.996364
2,4,392700,6000,0.996364
3,4,699000,8700,0.996364
4,4,783800,11600,1
5,4,977400,14400,1
6,4,1276600,20700,1
7,4,1362000,20100,1
8,4,1551800,22600,1
1,1,127500,2500,0.836364
2,1,294200,5400,0.872727
3,1,417000,8200,0.861818
4,1,556600,10700,0.869091
5,1,695800,13400,0.850909
6,1,899200,14600,0.861818
7,1,891400,17100,0.861818
8,1,1016700,19600,0.861818
1,2,147200,2900,0.916364
2,2,290300,5600,0.916364
3,2,433300,8200,0.92
4,2,579900,11100,0.916364
5,2,725100,13900,0.934545
6,2,869800,16500,0.927273
7,2,1007600,19200,0.938182
8,2,1151800,22000,0.927273
