samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
1,3,163600,3000,0.989091
2,3,322600,5900,0.992727
3,3,482900,8600,1
4,3,645600,11700,1
5,3,829100,14300,1
6,3,966800,17000,0.996364
7,3,1126000,19900,1
8,3,1284100,22500,1
1,4,200000,3000,0.996364
2,4,393000,5900,0.996364
3,4,587700,8600,0.996364
4,4,783500,11600,1
5,4,977100,14400,1
6,4,1171100,17300,1
7,4,1363400,20200,1
8,4,1551600,22800,1
1,1,127400,2500,0.836364
2,1,253400,5000,0.872727
3,1,378900,7500,0.861818
4,1,510200,9700,0.869091
5,1,637300,12200,0.850909
6,1,763900,14500,0.861818
7,1,891400,16900,0.861818
8,1,2432200,21500,0.861818
1,2,162100,3200,0.916364
2,2,318100,6100,0.916364
3,2,474400,8900,0.92
4,2,634800,12100,0.916364
5,2,814800,15300,0.934545
6,2,953500,18300,0.927273
7,2,1108200,21100,0.938182
8,2,1267100,24300,0.927273
1,3,164100,3000,0.989091
2,3,322900,5900,0.992727
3,3,550800,10000,1
4,3,644300,11600,1
5,3,803800,14300,1
6,3,963100,17000,0.996364
7,3,1124200,20000,1
8,3,1308100,22600,1
1,4,200000,3100,0.996364
2,4,394600,6000,0.996364
3,4,587400,8600,0.996364
4,4,784400,11600,1
5,4,978800,14600,1
6,4,1171500,17200,1
7,4,1363300,20000,1
8,4,1551600,22600,1
1,1,127700,2500,0.836364
2,1,253500,4900,0.872727
3,1,378800,7400,0.861818
4,1,505800,9700,0.869091
5,1,632100,12200,0.850909
6,1,758000,14500,0.861818
7,1,883900,16900,0.861818
8,1,1032200,19400,0.861818
1,2,146500,3000,0.916364
2,2,288800,5500,0.916364
3,2,431600,8100,0.92
4,2,577100,11200,0.916364
5,2,722000,13700,0.934545
6,2,867600,16500,0.927273
7,2,1007800,19200,0.938182
8,2,1152200,22100,0.927273
1,3,163900,3000,0.989091
2,3,322600,5900,0.992727
3,3,482200,8800,1
4,3,644100,11600,1
5,3,805200,14200,1
6,3,962300,17200,0.996364
7,3,1123100,19800,1
8,3,1351200,22700,1
1,4,199500,3000,0.996364
2,4,392700,6100,0.996364
3,4,587800,8600,0.996364
4,4,785400,11800,1
5,4,977100,14500,1
6,4,1171400,17100,1
7,4,1386800,20200,1
8,4,1550200,22700,1
1,1,127300,2500,0.836364
2,1,253500,5000,0.872727
3,1,379500,7500,0.861818
4,1,506000,9600,0.869091
5,1,632600,12000,0.850909
6,1,758300,14500,0.861818
7,1,977600,17200,0.861818
8,1,1008600,19300,0.861818
1,2,146400,2900,0.916364
2,2,289400,5500,0.916364
3,2,430900,8100,0.92
4,2,576900,11000,0.916364
5,2,721600,13700,0.934545
6,2,866800,16400,0.927273
7,2,1007200,19100,0.938182
8,2,1153900,22000,0.927273
1,3,163800,3000,0.989091
2,3,322500,5800,0.992727
3,3,485200,8600,1
4,3,645100,11700,1
5,3,804000,14300,1
6,3,963100,17000,0.996364
7,3,1125500,20100,1
8,3,1280500,22600,1
1,4,199500,3000,0.996364
2,4,394500,6000,0.996364
3,4,587600,8600,0.996364
4,4,783400,11700,1
5,4,1063200,14400,1
6,4,1171200,17400,1
7,4,1385100,20100,1
8,4,1550900,22600,1
1,1,127600,2500,0.836364
2,1,253600,4900,0.872727
3,1,378800,7400,0.861818
4,1,505700,9700,0.869091
5,1,632100,12100,0.850909
6,1,757900,14600,0.861818
7,1,884300,16900,0.861818
8,1,1009000,19400,0.861818
1,2,237300,4300,0.916364
2,2,289200,5600,0.916364
3,2,431600,8100,0.92
4,2,577700,11000,0.916364
5,2,745000,13800,0.934545
6,2,866800,16500,0.927273
7,2,1006400,19200,0.938182
8,2,1153200,22100,0.927273
1,3,243600,3000,0.989091
2,3,323100,5900,0.992727
3,3,482200,8700,1
4,3,644700,11500,1
5,3,895300,15800,1
6,3,963000,17000,0.996364
7,3,1123300,19900,1
8,3,1376500,22900,1
1,4,200000,3000,0.996364
2,4,392900,5900,0.996364
3,4,587700,8500,0.996364
4,4,806600,11700,1
5,4,976400,14700,1
6,4,1170600,17300,1
7,4,1362100,20100,1
8,4,1550400,22700,1
1,1,127300,2500,0.836364
2,1,253700,4900,0.872727
3,1,379200,7400,0.861818
4,1,505400,9700,0.869091
5,1,631700,12200,0.850909
6,1,757700,14400,0.861818
7,1,1735500,23400,0.861818
8,1,1947300,26800,0.861818
1,2,293700,4000,0.916364
2,2,323600,6100,0.916364
3,2,865300,19400,0.92
4,2,1161700,15100,0.916364
5,2,1501600,26300,0.934545
6,2,980400,18100,0.927273
7,2,2127100,26400,0.938182
8,2,2397900,38800,0.927273
1,3,348800,3300,0.989091
2,3,355800,6400,0.992727
3,3,566000,9600,1
4,3,744900,12700,1
5,3,1668800,20400,1
6,3,1963100,24600,0.996364
7,3,1408400,22000,1
8,3,1417800,25400,1
1,4,222300,3400,0.996364
2,4,438900,6800,0.996364
3,4,655000,9600,0.996364
4,4,870700,13100,1
5,4,1086300,16100,1
6,4,1502500,19000,1
7,4,1507500,22800,1
8,4,1722800,25200,1
1,1,143200,2800,0.836364
2,1,285600,5400,0.872727
3,1,423900,8100,0.861818
4,1,565600,10600,0.869091
5,1,706800,13300,0.850909
6,1,1026300,16100,0.861818
7,1,983900,18600,0.861818
8,1,1124300,21600,0.861818
1,2,307300,4200,0.916364
2,2,324200,6400,0.916364
3,2,478700,9200,0.92
4,2,644100,12800,0.916364
5,2,798200,15200,0.934545
6,2,957000,18800,0.927273
7,2,1117300,21600,0.938182
8,2,1280300,26900,0.927273
1,3,182600,3400,0.989091
2,3,359200,6600,0.992727
3,3,536200,9600,1
4,3,716100,13000,1
5,3,891500,15600,1
6,3,1729600,23200,0.996364
7,3,1251300,21900,1
8,3,1425400,25400,1
1,4,223700,3500,0.996364
2,4,437100,6600,0.996364
3,4,653500,9600,0.996364
4,4,873900,13000,1
5,4,1093900,16600,1
6,4,1293900,19300,1
7,4,1503500,22600,1
8,4,1728200,25400,1
1,1,142100,2800,0.836364
2,1,284700,5400,0.872727
3,1,420600,8300,0.861818
4,1,561300,10900,0.869091
5,1,699400,13400,0.850909
6,1,842200,16200,0.861818
7,1,978600,18700,0.861818
8,1,1119000,21700,0.861818
1,2,163400,3300,0.916364
2,2,584800,7700,0.916364
3,2,477400,9100,0.92
4,2,637700,12300,0.916364
5,2,800200,15300,0.934545
6,2,955300,18300,0.927273
7,2,1113400,21200,0.938182
8,2,1505100,24400,0.927273
1,3,182300,3600,0.989091
2,3,359200,6600,0.992727
3,3,537900,9700,1
4,3,735200,12700,1
5,3,892400,15900,1
6,3,1067900,19100,0.996364
7,3,1246000,22300,1
8,3,1428400,25100,1
1,4,221800,3500,0.996364
2,4,436900,6600,0.996364
3,4,650900,9600,0.996364
4,4,869400,13000,1
5,4,1088200,15900,1
6,4,1292200,19000,1
7,4,1705800,27700,1
8,4,1713600,25000,1
1,1,143400,2900,0.836364
2,1,280800,5500,0.872727
3,1,422500,8400,0.861818
4,1,560400,10700,0.869091
5,1,699500,13300,0.850909
6,1,836800,15900,0.861818
7,1,1434800,30700,0.861818
8,1,1113900,21300,0.861818
1,2,163500,3600,0.916364
2,2,319500,6100,0.916364
3,2,478900,9400,0.92
4,2,638700,12200,0.916364
5,2,797800,15100,0.934545
6,2,957300,18100,0.927273
7,2,1120200,21600,0.938182
8,2,1287600,24300,0.927273
1,3,183000,3400,0.989091
2,3,580400,7700,0.992727
3,3,598100,9700,1
4,3,714300,12800,1
5,3,889300,16000,1
6,3,1073800,18900,0.996364
7,3,1252500,24000,1
8,3,1418600,25100,1
1,4,224300,3500,0.996364
2,4,440700,7200,0.996364
3,4,1138300,12600,0.996364
4,4,870000,13300,1
5,4,1148700,16200,1
6,4,1294800,19000,1
7,4,1523600,22400,1
8,4,1722100,25400,1
1,1,144300,2700,0.836364
2,1,283000,5400,0.872727
3,1,424000,8200,0.861818
4,1,561600,10800,0.869091
5,1,701400,13400,0.850909
6,1,839700,16200,0.861818
7,1,977500,18700,0.861818
8,1,1121000,21300,0.861818
1,2,163800,3300,0.916364
2,2,321400,6100,0.916364
3,2,477700,9100,0.92
4,2,642200,12700,0.916364
5,2,799400,15200,0.934545
6,2,954200,18200,0.927273
7,2,1228300,21200,0.938182
8,2,1274000,24300,0.927273
1,3,181800,3300,0.989091
2,3,358900,6400,0.992727
3,3,537600,9800,1
4,3,711800,12900,1
5,3,890100,15500,1
6,3,1331200,19100,0.996364
7,3,1248300,22300,1
8,3,1421200,25100,1
1,4,222900,3500,0.996364
2,4,436600,6600,0.996364
3,4,646800,9400,0.996364
4,4,871500,13100,1
5,4,1084000,16100,1
6,4,1507600,19200,1
7,4,1521400,22400,1
8,4,1711500,24900,1
1,1,237000,3700,0.836364
2,1,466200,6900,0.872727
3,1,424800,8200,0.861818
4,1,568800,10900,0.869091
5,1,706000,13800,0.850909
6,1,839100,16400,0.861818
7,1,979200,18700,0.861818
8,1,1118900,21300,0.861818
1,2,164400,3200,0.916364
2,2,323400,6500,0.916364
3,2,480300,9000,0.92
4,2,643600,12500,0.916364
5,2,800600,15300,0.934545
6,2,956200,18400,0.927273
7,2,1113600,21700,0.938182
8,2,1280900,24300,0.927273
1,3,182300,3600,0.989091
2,3,358300,6400,0.992727
3,3,878500,11500,1
4,3,714200,12900,1
5,3,889300,16000,1
6,3,1186500,18700,0.996364
7,3,1240500,22200,1
8,3,1414600,25400,1
1,4,225200,3500,0.996364
2,4,435300,6500,0.996364
3,4,652300,9500,0.996364
4,4,1443300,13000,1
5,4,1084000,16200,1
6,4,1294200,19500,1
7,4,1504600,22400,1
8,4,1708400,24900,1
1,1,141500,2800,0.836364
2,1,314700,5400,0.872727
3,1,421000,8100,0.861818
4,1,561400,10700,0.869091
5,1,701900,13300,0.850909
6,1,841200,15900,0.861818
7,1,972600,18600,0.861818
8,1,1110000,21200,0.861818
1,2,161400,3300,0.916364
2,2,317900,6200,0.916364
3,2,476000,9000,0.92
4,2,633700,12200,0.916364
5,2,792500,15100,0.934545
6,2,1050300,18400,0.927273
7,2,1008200,19200,0.938182
8,2,1151300,22000,0.927273
1,3,163800,3000,0.989091
2,3,323000,5900,0.992727
3,3,482200,8700,1
4,3,643400,11700,1
5,3,803900,14200,1
6,3,1087700,18700,0.996364
7,3,1236800,22100,1
8,3,1408500,25100,1
1,4,220500,3400,0.996364
2,4,432100,6500,0.996364
3,4,646300,9500,0.996364
4,4,863500,12900,1
5,4,1075100,16000,1
6,4,1288900,19100,1
7,4,1498300,22100,1
8,4,1551300,22600,1
1,1,127500,2500,0.836364
2,1,253500,4900,0.872727
3,1,379300,7400,0.861818
4,1,505100,9700,0.869091
5,1,632600,12200,0.850909
6,1,757800,14400,0.861818
7,1,1100300,18800,0.861818
8,1,1010600,19300,0.861818
1,2,147700,2900,0.916364
2,2,289400,5600,0.916364
3,2,433300,8200,0.92
4,2,576700,11200,0.916364
5,2,720000,13900,0.934545
6,2,865500,16600,0.927273
7,2,1007200,19200,0.938182
8,2,1152700,22000,0.927273
1,3,164300,2900,0.989091
2,3,323100,5900,0.992727
3,3,483500,8700,1
4,3,644100,11600,1
5,3,804400,14200,1
6,3,1079900,17200,0.996364
7,3,1124000,20000,1
8,3,1281100,22800,1
1,4,200200,3100,0.996364
2,4,394900,6000,0.996364
3,4,588400,8600,0.996364
4,4,784500,11800,1
5,4,1075400,16100,1
6,4,1288000,18900,1
7,4,1498900,21900,1
8,4,1706600,24900,1
1,1,140000,2800,0.836364
2,1,279100,5400,0.872727
3,1,416900,8200,0.861818
4,1,556500,10800,0.869091
5,1,695200,13300,0.850909
6,1,833600,16100,0.861818
7,1,972800,18600,0.861818
8,1,1033300,19300,0.861818
1,2,146300,2900,0.916364
2,2,288900,5500,0.916364
3,2,432400,8100,0.92
4,2,656600,12700,0.916364
5,2,721900,13800,0.934545
6,2,867000,16600,0.927273
7,2,1007000,19300,0.938182
8,2,1154000,22100,0.927273
1,3,163700,3100,0.989091
2,3,323100,5800,0.992727
3,3,482400,8700,1
4,3,645700,11600,1
5,3,803500,14200,1
6,3,961500,16900,0.996364
7,3,1435500,27700,1
8,3,1318600,22800,1
1,4,199500,3000,0.996364
2,4,392000,5900,0.996364
3,4,587600,8600,0.996364
4,4,784100,11700,1
5,4,977900,14600,1
6,4,1172400,17400,1
7,4,1392800,20200,1
8,4,1551100,22600,1
1,1,127700,2500,0.836364
2,1,253600,5000,0.872727
3,1,379000,7400,0.861818
4,1,505800,9700,0.869091
5,1,632400,12200,0.850909
6,1,759000,14700,0.861818
7,1,884100,17100,0.861818
8,1,1008800,19300,0.861818
1,2,146300,3000,0.916364
2,2,289600,5600,0.916364
3,2,430700,8200,0.92
4,2,577500,11100,0.916364
5,2,722800,13800,0.934545
6,2,867700,16600,0.927273
7,2,1008000,19300,0.938182
8,2,1151000,22000,0.927273
1,3,163000,3000,0.989091
2,3,323000,5900,0.992727
3,3,482200,8700,1
4,3,644400,11600,1
5,3,803800,14100,1
6,3,964900,17100,0.996364
7,3,1123600,20100,1
8,3,1280500,22700,1
1,4,199400,3100,0.996364
2,4,392600,6000,0.996364
3,4,587300,8600,0.996364
4,4,929600,14500,1
5,4,977900,14500,1
6,4,1171500,17300,1
7,4,1546200,20100,1
8,4,1550700,22600,1
1,1,127200,2500,0.836364
2,1,253500,5000,0.872727
3,1,476300,7400,0.861818
4,1,505300,9800,0.869091
5,1,632100,12100,0.850909
6,1,757800,14500,0.861818
7,1,884700,16900,0.861818
8,1,1009100,19300,0.861818
1,2,146600,3000,0.916364
2,2,289000,5600,0.916364
3,2,431100,8100,0.92
4,2,647200,11200,0.916364
5,2,745300,13800,0.934545
6,2,866500,16500,0.927273
7,2,1006300,19300,0.938182
8,2,1153400,22300,0.927273
1,3,163100,3000,0.989091
2,3,322300,6000,0.992727
3,3,482600,8700,1
4,3,668800,11700,1
5,3,835000,14300,1
6,3,963400,17200,0.996364
7,3,1234200,20000,1
8,3,1281200,22700,1
1,4,198800,3100,0.996364
2,4,391900,5900,0.996364
3,4,588100,8600,0.996364
4,4,795400,13000,1
5,4,978600,14400,1
6,4,1376900,18900,1
7,4,1433400,20000,1
8,4,1549500,22600,1
1,1,127600,2500,0.836364
2,1,253600,4900,0.872727
3,1,378900,7400,0.861818
4,1,508200,10200,0.869091
5,1,633000,12200,0.850909
6,1,759300,14700,0.861818
7,1,947200,16900,0.861818
8,1,1009100,19300,0.861818
1,2,146900,3000,0.916364
2,2,289000,5600,0.916364
3,2,431500,8100,0.92
4,2,576800,11200,0.916364
5,2,723000,13800,0.934545
6,2,865500,16600,0.927273
7,2,1007300,19100,0.938182
8,2,1153900,21900,0.927273
1,3,164200,3100,0.989091
2,3,322500,5900,0.992727
3,3,482600,8700,1
4,3,644100,49100,1
5,3,804900,14300,1
6,3,963100,16900,0.996364
7,3,1124100,20200,1
8,3,1299300,22900,1
1,4,199900,3000,0.996364
2,4,393500,6000,0.996364
3,4,588800,8600,0.996364
4,4,783300,11700,1
5,4,977600,14600,1
6,4,1221000,17300,1
7,4,1384900,20200,1
8,4,1550100,22500,1
1,1,127200,2500,0.836364
2,1,253800,5000,0.872727
3,1,378900,7400,0.861818
4,1,505400,9600,0.869091
5,1,631900,12100,0.850909
6,1,757700,14400,0.861818
7,1,974000,18900,0.861818
8,1,1126400,21300,0.861818
1,2,161000,3200,0.916364
2,2,376300,7600,0.916364
3,2,432700,8300,0.92
4,2,576900,11100,0.916364
5,2,722000,13800,0.934545
6,2,865900,16600,0.927273
7,2,1007300,19300,0.938182
8,2,1152000,22000,0.927273
1,3,163200,3000,0.989091
2,3,356900,6500,0.992727
3,3,531200,9600,1
4,3,709300,12700,1
5,3,885300,15700,1
6,3,1059600,18800,0.996364
7,3,1235800,21900,1
8,3,1408800,24900,1
1,4,199900,3100,0.996364
2,4,393200,6000,0.996364
3,4,586100,8500,0.996364
4,4,784400,11700,1
5,4,978800,14600,1
6,4,1173800,17300,1
7,4,1361900,20000,1
8,4,1551300,22800,1
1,1,127300,2600,0.836364
2,1,253600,5000,0.872727
3,1,379600,7500,0.861818
4,1,505500,9800,0.869091
5,1,631900,12000,0.850909
6,1,757700,14600,0.861818
7,1,884600,16800,0.861818
8,1,1009900,19400,0.861818
1,2,146100,2900,0.916364
2,2,289200,5500,0.916364
3,2,431700,8200,0.92
4,2,614500,11200,0.916364
5,2,720300,13900,0.934545
6,2,866500,16600,0.927273
7,2,1005200,19300,0.938182
8,2,1194300,25400,0.927273
1,3,163400,3200,0.989091
2,3,322500,5900,0.992727
3,3,483200,8800,1
4,3,645300,11600,1
5,3,804200,14300,1
6,3,962800,16900,0.996364
7,3,1123600,20200,1
8,3,1282500,22800,1
1,4,199900,3100,0.996364
2,4,392400,6000,0.996364
3,4,588800,8600,0.996364
4,4,782500,11700,1
5,4,977100,14400,1
6,4,1171500,17100,1
7,4,1360800,20200,1
8,4,1556500,22700,1
1,1,140900,2500,0.836364
2,1,290900,4900,0.872727
3,1,379100,7400,0.861818
4,1,505500,9700,0.869091
5,1,632200,12100,0.850909
6,1,758900,14600,0.861818
7,1,908300,17000,0.861818
8,1,1009200,19300,0.861818
1,2,146600,3000,0.916364
2,2,289100,5500,0.916364
3,2,432100,8200,0.92
4,2,576600,11100,0.916364
5,2,720900,13800,0.934545
6,2,864700,16600,0.927273
7,2,1006700,19200,0.938182
8,2,1152900,22000,0.927273
1,3,163700,3000,0.989091
2,3,322600,5900,0.992727
3,3,483100,8700,1
4,3,644300,11700,1
5,3,803600,14300,1
6,3,963400,17000,0.996364
7,3,1124700,19800,1
8,3,1280100,22700,1
1,4,275900,3000,0.996364
2,4,393600,5900,0.996364
3,4,624400,8600,0.996364
4,4,784000,11600,1
5,4,978800,14500,1
6,4,1171700,17400,1
7,4,1361700,20000,1
8,4,1551400,22700,1
1,1,127400,2400,0.836364
2,1,253600,4900,0.872727
3,1,378900,7400,0.861818
4,1,505600,9700,0.869091
5,1,632000,12100,0.850909
6,1,757700,14500,0.861818
7,1,884800,16900,0.861818
8,1,1117300,19500,0.861818
1,2,146400,2900,0.916364
2,2,289300,5600,0.916364
3,2,432000,8000,0.92
4,2,604500,11000,0.916364
5,2,721400,13800,0.934545
6,2,865500,16700,0.927273
7,2,1007000,19000,0.938182
8,2,1175500,22000,0.927273
1,3,163400,3100,0.989091
2,3,322500,5900,0.992727
3,3,483600,8700,1
4,3,718100,11600,1
5,3,803800,14200,1
6,3,961400,17100,0.996364
7,3,1122700,19900,1
8,3,1281700,22700,1
1,4,199900,3100,0.996364
2,4,393400,6000,0.996364
3,4,588700,8500,0.996364
4,4,783900,11700,1
5,4,975000,14400,1
6,4,1349200,17400,1
7,4,1363100,20100,1
8,4,1550500,22600,1
1,1,127200,2600,0.836364
2,1,253700,5000,0.872727
3,1,379200,7400,0.861818
4,1,505600,9800,0.869091
5,1,632200,12100,0.850909
6,1,800300,19500,0.861818
7,1,884500,17100,0.861818
8,1,1009100,19300,0.861818
1,2,146600,3000,0.916364
2,2,289500,5600,0.916364
3,2,433400,8200,0.92
4,2,576400,11000,0.916364
5,2,720800,13800,0.934545
6,2,865700,16500,0.927273
7,2,1008000,19300,0.938182
8,2,1152000,21900,0.927273
1,3,163800,3000,0.989091
2,3,322800,5900,0.992727
3,3,483000,8600,1
4,3,644300,11500,1
5,3,804300,14200,1
6,3,1055000,18800,0.996364
7,3,1124300,20000,1
8,3,1317200,22600,1
1,4,200300,3100,0.996364
2,4,394700,6000,0.996364
3,4,588200,8700,0.996364
4,4,783900,11700,1
5,4,977900,14600,1
6,4,1171200,17200,1
7,4,1361300,20200,1
8,4,1551200,22600,1
1,1,127300,2500,0.836364
2,1,253600,4900,0.872727
3,1,401300,7400,0.861818
4,1,532500,9700,0.869091
5,1,631900,12000,0.850909
6,1,757700,14600,0.861818
7,1,884300,16900,0.861818
8,1,1032700,19200,0.861818
1,2,147200,2900,0.916364
2,2,290300,5500,0.916364
3,2,433300,8000,0.92
4,2,579700,11000,0.916364
5,2,796800,15200,0.934545
6,2,952700,18100,0.927273
7,2,1108600,21100,0.938182
8,2,1266200,24300,0.927273
1,3,164300,3100,0.989091
2,3,323300,5900,0.992727
3,3,484100,8700,1
4,3,772300,11700,1
5,3,803900,14300,1
6,3,963000,17200,0.996364
7,3,1123200,20000,1
8,3,1282900,23000,1
1,4,199700,3100,0.996364
2,4,393300,6000,0.996364
3,4,588700,8600,0.996364
4,4,784600,11600,1
5,4,977100,14600,1
6,4,1171700,17100,1
7,4,1362800,20100,1
8,4,1550300,22500,1
1,1,127200,2600,0.836364
2,1,253600,5000,0.872727
3,1,388300,7300,0.861818
4,1,505800,9700,0.869091
5,1,631500,12100,0.850909
6,1,808500,14500,0.861818
7,1,883900,16900,0.861818
8,1,1009300,19200,0.861818
1,2,146500,2900,0.916364
2,2,288800,5500,0.916364
3,2,433300,8200,0.92
4,2,576500,11100,0.916364
5,2,721600,13800,0.934545
6,2,865300,16600,0.927273
7,2,1006700,19200,0.938182
8,2,1151800,22100,0.927273
1,3,162900,3100,0.989091
2,3,322300,5900,0.992727
3,3,531800,9600,1
4,3,709300,12600,1
5,3,884900,15700,1
6,3,981800,17200,0.996364
7,3,1125100,20000,1
8,3,1284000,22800,1
1,4,199400,3000,0.996364
2,4,393300,5900,0.996364
3,4,587600,8600,0.996364
4,4,785000,11800,1
5,4,979300,14500,1
6,4,1172200,17300,1
7,4,1362500,20100,1
8,4,1550100,22700,1
1,1,127400,2600,0.836364
2,1,253600,4900,0.872727
3,1,427400,7400,0.861818
4,1,507000,9700,0.869091
5,1,632200,12200,0.850909
6,1,757600,14500,0.861818
7,1,884400,17000,0.861818
8,1,1109200,19300,0.861818
1,2,146500,2900,0.916364
2,2,289600,5600,0.916364
3,2,431300,8100,0.92
4,2,577600,11000,0.916364
5,2,722400,13700,0.934545
6,2,865600,16600,0.927273
7,2,1006000,19100,0.938182
8,2,1152900,22000,0.927273
1,3,163600,3000,0.989091
2,3,322400,5900,0.992727
3,3,482400,8600,1
4,3,753700,11700,1
5,3,804700,14100,1
6,3,962400,16800,0.996364
7,3,1123100,20000,1
8,3,1282000,22900,1
1,4,199200,3000,0.996364
2,4,393500,6000,0.996364
3,4,587200,8500,0.996364
4,4,783000,11800,1
5,4,980100,14600,1
6,4,1171800,17300,1
7,4,1360800,20100,1
8,4,1730000,22700,1
1,1,127400,2600,0.836364
2,1,253500,5000,0.872727
3,1,379100,7300,0.861818
4,1,505500,9600,0.869091
5,1,632900,12200,0.850909
6,1,757800,14600,0.861818
7,1,884700,16900,0.861818
8,1,1008700,19300,0.861818
1,2,146400,2800,0.916364
2,2,289300,5400,0.916364
3,2,431200,8200,0.92
4,2,576400,11100,0.916364
5,2,806600,13700,0.934545
6,2,865400,16500,0.927273
7,2,1007300,19200,0.938182
8,2,1152100,22000,0.927273
1,3,224600,4200,0.989091
2,3,322600,5900,0.992727
3,3,482400,8800,1
4,3,644300,11600,1
5,3,805800,14400,1
6,3,963200,16900,0.996364
7,3,1147900,19900,1
8,3,1320200,22800,1
1,4,199400,3100,0.996364
2,4,392700,6100,0.996364
3,4,586900,8600,0.996364
4,4,784400,11700,1
5,4,977000,14500,1
6,4,1195400,17300,1
7,4,1529100,22100,1
8,4,1554100,22600,1
1,1,128500,2500,0.836364
2,1,281900,4900,0.872727
3,1,417200,8000,0.861818
4,1,505700,9700,0.869091
5,1,632200,12100,0.850909
6,1,758200,14500,0.861818
7,1,891200,16900,0.861818
8,1,1016700,19300,0.861818
1,2,147500,2900,0.916364
2,2,290000,5500,0.916364
3,2,434200,8300,0.92
4,2,578900,11100,0.916364
5,2,723400,13900,0.934545
6,2,869500,16400,0.927273
7,2,1008000,19100,0.938182
8,2,1152600,22200,0.927273
1,3,164000,3000,0.989091
2,3,322600,5900,0.992727
3,3,484800,8800,1
4,3,645300,11500,1
5,3,804400,14200,1
6,3,1027400,17000,0.996364
7,3,1124000,20000,1
8,3,1281400,22700,1
1,4,199700,3100,0.996364
2,4,393200,6100,0.996364
3,4,588400,8500,0.996364
4,4,784100,11700,1
5,4,979300,14500,1
6,4,1172500,17200,1
7,4,1362200,20100,1
8,4,1552600,22700,1
1,1,127700,2500,0.836364
2,1,253800,5000,0.872727
3,1,406000,7400,0.861818
4,1,548400,11100,0.869091
5,1,633300,12200,0.850909
6,1,758100,14600,0.861818
7,1,884400,16900,0.861818
8,1,1085400,21300,0.861818
1,2,147000,3000,0.916364
2,2,289400,5400,0.916364
3,2,431600,8000,0.92
4,2,576400,11000,0.916364
5,2,720500,13800,0.934545
6,2,865800,16500,0.927273
7,2,1073000,19300,0.938182
8,2,1151800,22000,0.927273
1,3,164500,3000,0.989091
2,3,322800,6000,0.992727
3,3,505900,8800,1
4,3,715300,11600,1
5,3,803700,14100,1
6,3,962100,17000,0.996364
7,3,1124100,19800,1
8,3,1281600,22900,1
1,4,199100,3000,0.996364
2,4,393100,5900,0.996364
3,4,588000,8800,0.996364
4,4,784900,11700,1
5,4,978400,14400,1
6,4,1171800,17300,1
7,4,1374800,22100,1
8,4,1551000,22600,1
1,1,142000,2700,0.836364
2,1,253700,4900,0.872727
3,1,379200,7500,0.861818
4,1,506000,9600,0.869091
5,1,632200,12100,0.850909
6,1,769600,16100,0.861818
7,1,884400,17000,0.861818
8,1,1008900,19300,0.861818
1,2,147000,2900,0.916364
2,2,288300,5500,0.916364
3,2,431500,8200,0.92
4,2,576900,11000,0.916364
5,2,720100,13600,0.934545
6,2,865900,16500,0.927273
7,2,1035300,19200,0.938182
8,2,1151200,22000,0.927273
1,3,164200,3000,0.989091
2,3,327000,10300,0.992727
3,3,482700,8600,1
4,3,644800,11500,1
5,3,803400,14200,1
6,3,1076800,17200,0.996364
7,3,1125200,20100,1
8,3,1281500,22700,1
1,4,199500,3200,0.996364
2,4,393500,5900,0.996364
3,4,587400,8600,0.996364
4,4,782100,11700,1
5,4,979800,14600,1
6,4,1172000,17300,1
7,4,1362400,20100,1
8,4,1549800,22700,1
1,1,127100,2500,0.836364
2,1,253800,4900,0.872727
3,1,379500,7400,0.861818
4,1,506300,9700,0.869091
5,1,631600,12100,0.850909
6,1,758100,14500,0.861818
7,1,884100,17100,0.861818
8,1,1009400,19500,0.861818
1,2,146500,3000,0.916364
2,2,289400,5500,0.916364
3,2,453800,8200,0.92
4,2,576500,11000,0.916364
5,2,721400,13800,0.934545
6,2,865700,16600,0.927273
7,2,1006000,19200,0.938182
8,2,1152600,22000,0.927273
1,3,163900,3000,0.989091
2,3,322200,5900,0.992727
3,3,482100,8700,1
4,3,809800,11600,1
5,3,804100,14400,1
6,3,962400,17000,0.996364
7,3,1146100,19900,1
8,3,1280500,22800,1
1,4,199500,3100,0.996364
2,4,393400,5900,0.996364
3,4,628000,8600,0.996364
4,4,785300,11800,1
5,4,977500,14500,1
6,4,1171900,17200,1
7,4,1362800,20300,1
8,4,1552500,22600,1
1,1,127500,2500,0.836364
2,1,254200,4900,0.872727
3,1,379300,7500,0.861818
4,1,505800,9800,0.869091
5,1,632400,12100,0.850909
6,1,885200,14500,0.861818
7,1,883900,17000,0.861818
8,1,1008800,19200,0.861818
1,2,146800,3000,0.916364
2,2,288800,5500,0.916364
3,2,431800,8200,0.92
4,2,576300,11100,0.916364
5,2,720400,13700,0.934545
6,2,864800,16300,0.927273
7,2,1006200,19000,0.938182
8,2,1151500,22000,0.927273
1,3,164100,2900,0.989091
2,3,322800,5900,0.992727
3,3,483400,8700,1
4,3,645600,11600,1
5,3,804100,14100,1
6,3,963400,17100,0.996364
7,3,1125000,19700,1
8,3,1280200,22600,1
1,4,200000,3100,0.996364
2,4,393300,6000,0.996364
3,4,587600,8500,0.996364
4,4,783200,11700,1
5,4,979200,14700,1
6,4,1180500,17200,1
7,4,1362600,20100,1
8,4,1551400,22800,1
