samples_proportion,x_vars_proportion,time
4,4,7189200
5,4,11910600
6,4,16939200
7,4,23528500
8,4,30310600
1,1,94200
2,1,355900
3,1,826700
4,1,1514100
5,1,2406400
6,1,3490600
7,1,4898200
8,1,6632600
1,2,178800
2,2,702500
3,2,1776100
4,2,3154800
5,2,5352000
6,2,7421800
7,2,10527100
8,2,14280500
1,3,315400
2,3,1256200
3,3,2986600
4,3,5227700
5,3,8588300
6,3,12783300
7,3,17432400
8,3,22826100
1,4,421100
2,4,1616200
3,4,3989700
4,4,6931200
5,4,11554000
6,4,17029700
7,4,22792800
8,4,30457800
1,1,94100
2,1,355100
3,1,815500
4,1,1660200
5,1,2687200
6,1,3509200
7,1,4897300
8,1,6380900
1,2,181900
2,2,709400
3,2,1660700
4,2,3212700
5,2,5024600
6,2,7516600
7,2,10307200
8,2,14114900
1,3,350600
2,3,1239600
3,3,2838800
4,3,5241400
5,3,8937400
6,3,12876700
7,3,17318800
8,3,22936900
1,4,421800
2,4,2004200
3,4,3825200
4,4,7034100
5,4,11809800
6,4,17120500
7,4,24109700
8,4,30762800
1,1,96700
2,1,356200
3,1,823600
4,1,1838400
5,1,2405100
6,1,3532000
7,1,4849200
8,1,6517600
1,2,181700
2,2,708700
3,2,1686800
4,2,3094200
5,2,4991100
6,2,7722100
7,2,11677300
8,2,13494100
1,3,342000
2,3,1238100
3,3,2988300
4,3,5235000
5,3,8585400
6,3,12448700
7,3,17846200
8,3,23874300
1,4,438300
2,4,1630600
3,4,3800100
4,4,7435300
5,4,12809900
6,4,18447200
7,4,23433200
8,4,31567500
1,1,96500
2,1,366900
3,1,864600
4,1,1509000
5,1,2404300
6,1,3767000
7,1,4845700
8,1,6655900
1,2,182100
2,2,706300
3,2,1682300
4,2,3388400
5,2,5018200
6,2,7649400
7,2,11653300
8,2,13417000
1,3,322200
2,3,1292900
3,3,2843400
4,3,5795200
5,3,9359900
6,3,12733700
7,3,17992900
8,3,23751000
1,4,427000
2,4,1659900
3,4,3983800
4,4,7753600
5,4,11638100
6,4,17218300
7,4,23938300
8,4,31799400
1,1,103600
2,1,389400
3,1,905000
4,1,1681100
5,1,2417600
6,1,3577300
7,1,4847700
8,1,6609900
1,2,182400
2,2,704100
3,2,1698200
4,2,3121100
5,2,5036400
6,2,7707900
7,2,11280900
8,2,13673300
1,3,317000
2,3,1209600
3,3,2901300
4,3,5189800
5,3,8542500
6,3,13041200
7,3,17394700
8,3,23016100
1,4,420900
2,4,1624900
3,4,3809700
4,4,6961300
5,4,13420500
6,4,17817400
7,4,23164800
8,4,31479700
1,1,95700
2,1,353500
3,1,869400
4,1,1535400
5,1,2428100
6,1,3526600
7,1,5366500
8,1,7096900
1,2,181000
2,2,703700
3,2,1673100
4,2,3122200
5,2,5353900
6,2,7313800
7,2,10148500
8,2,15890100
1,3,455400
2,3,1812400
3,3,3182300
4,3,7938700
5,3,13655600
6,3,14484600
7,3,20059100
8,3,25521300
1,4,472300
2,4,1789800
3,4,4517800
4,4,7994800
5,4,13625600
6,4,19605600
7,4,28755100
8,4,36515000
1,1,111000
2,1,393200
3,1,1000200
4,1,1657300
5,1,2653700
6,1,3849500
7,1,5672200
8,1,6945100
1,2,287900
2,2,781100
3,2,1857700
4,2,3415400
5,2,7571500
6,2,8705200
7,2,12367900
8,2,15026300
1,3,353600
2,3,1343300
3,3,3676400
4,3,5676700
5,3,9610200
6,3,13991800
7,3,20544900
8,3,25924200
1,4,470100
2,4,1974900
3,4,4238300
4,4,7813500
5,4,12941100
6,4,19394200
7,4,27748200
8,4,35177500
1,1,105200
2,1,393000
3,1,929200
4,1,1656700
5,1,3951200
6,1,3935100
7,1,5349300
8,1,7506400
1,2,201600
2,2,784900
3,2,1862500
4,2,3533000
5,2,5534400
6,2,8800200
7,2,11192800
8,2,15075200
1,3,357300
2,3,1352200
3,3,3153000
4,3,5917000
5,3,9424300
6,3,12716100
7,3,17293800
8,3,24429100
1,4,424000
2,4,1650500
3,4,4287600
4,4,7362100
5,4,12337800
6,4,18066300
7,4,23036800
8,4,30538900
1,1,94900
2,1,363100
3,1,814300
4,1,1721800
5,1,2441300
6,1,3497000
7,1,4938200
8,1,6682800
1,2,189500
2,2,721500
3,2,1660600
4,2,3148200
5,2,5831500
6,2,7640900
7,2,10762800
8,2,13409700
1,3,316000
2,3,1303000
3,3,2863300
4,3,5645200
5,3,9115400
6,3,12515000
7,3,17386000
8,3,23366000
1,4,427600
2,4,1634800
3,4,4074000
4,4,7089500
5,4,11577800
6,4,16800800
7,4,24032400
8,4,30716600
1,1,99000
2,1,363200
3,1,828900
4,1,1495700
5,1,2421800
6,1,3507900
7,1,5334400
8,1,6397600
1,2,180000
2,2,726200
3,2,1753700
4,2,3136800
5,2,5356100
6,2,7325200
7,2,10326000
8,2,13458400
1,3,314800
2,3,1210800
3,3,2966000
4,3,5269900
5,3,8646300
6,3,12764700
7,3,18836600
8,3,23557800
1,4,424600
2,4,1640700
3,4,3880800
4,4,6930700
5,4,11526400
6,4,17788000
7,4,24219500
8,4,31686000
1,1,94600
2,1,356900
3,1,832000
4,1,1524900
5,1,2641400
6,1,3680400
7,1,5086700
8,1,6616800
1,2,188200
2,2,708700
3,2,1655100
4,2,3098400
5,2,5052100
6,2,7335500
7,2,10597300
8,2,13430800
1,3,323500
2,3,1226700
3,3,2862700
4,3,5194400
5,3,8844500
6,3,13357700
7,3,17779100
8,3,22990900
1,4,426200
2,4,1651000
3,4,3890700
4,4,6911200
5,4,11686300
6,4,16741600
7,4,23305400
8,4,30176200
1,1,97100
2,1,373100
3,1,815400
4,1,1603400
5,1,2433600
6,1,3687000
7,1,4903800
8,1,6520600
1,2,195900
2,2,730700
3,2,1893200
4,2,3808400
5,2,5027200
6,2,7441100
7,2,11260000
8,2,14530000
1,3,329300
2,3,1217900
3,3,2872000
4,3,5344300
5,3,8620000
6,3,12789700
7,3,17331900
8,3,22858500
1,4,438400
2,4,1655500
3,4,3895600
4,4,7147700
5,4,11679300
6,4,16755600
7,4,24494500
8,4,30691300
1,1,100300
2,1,355700
3,1,825700
4,1,1504900
5,1,2403700
6,1,3564800
7,1,4904800
8,1,6729000
1,2,180900
2,2,716300
3,2,1831500
4,2,3135600
5,2,8123500
6,2,7469400
7,2,10649200
8,2,14068600
1,3,314700
2,3,1216200
3,3,2877400
4,3,5933900
5,3,8535000
6,3,13081000
7,3,17430100
8,3,23760900
1,4,462200
2,4,1626700
3,4,3819600
4,4,7195400
5,4,11633600
6,4,16977500
7,4,23248600
8,4,30424500
1,1,104300
2,1,356300
3,1,820200
4,1,1586800
5,1,2398800
6,1,3606900
7,1,5033900
8,1,6464300
1,2,182700
2,2,706900
3,2,1681700
4,2,3106500
5,2,5327800
6,2,7371900
7,2,10216300
8,2,14588000
1,3,318200
2,3,1231700
3,3,2858200
4,3,5175400
5,3,8533600
6,3,12808300
7,3,18515700
8,3,23473300
1,4,432900
2,4,1650600
3,4,4085300
4,4,7050300
5,4,11393700
6,4,16969600
7,4,23526100
8,4,30564000
1,1,95900
2,1,357200
3,1,820000
4,1,1501200
5,1,2965700
6,1,3642100
7,1,4923600
8,1,6674000
1,2,186000
2,2,726100
3,2,1688100
4,2,3091100
5,2,5290200
6,2,7388000
7,2,10314100
8,2,13937900
1,3,323300
2,3,1220600
3,3,2889700
4,3,5168300
5,3,8616200
6,3,12509300
7,3,18165000
8,3,23454400
1,4,430400
2,4,1674600
3,4,3995100
4,4,7187200
5,4,11787900
6,4,16795600
7,4,23495800
8,4,30442400
1,1,95100
2,1,356700
3,1,819600
4,1,1508200
5,1,2648500
6,1,3533700
7,1,5272400
8,1,7533400
1,2,181000
2,2,707200
3,2,1717200
4,2,3402000
5,2,5343100
6,2,7329500
7,2,10273000
8,2,14261300
1,3,315500
2,3,1230800
3,3,3691700
4,3,5163500
5,3,9042200
6,3,12824700
7,3,18596400
8,3,22826800
1,4,433400
2,4,1652500
3,4,4298700
4,4,6926700
5,4,11748300
6,4,17120200
7,4,23836700
8,4,30376100
1,1,94500
2,1,355100
3,1,818500
4,1,1586000
5,1,2655900
6,1,3531400
7,1,5293600
8,1,6444200
1,2,180000
2,2,709600
3,2,1681900
4,2,3112000
5,2,5512700
6,2,7395700
7,2,10272100
8,2,14534200
1,3,347400
2,3,1246700
3,3,2954300
4,3,5322100
5,3,8931300
6,3,13496900
7,3,18956500
8,3,22435200
1,4,421900
2,4,1662100
3,4,3844800
4,4,7093400
5,4,11724600
6,4,16870700
7,4,23646900
8,4,32292700
1,1,94000
2,1,355700
3,1,817400
4,1,1768300
5,1,2407800
6,1,3604500
7,1,4867100
8,1,6671000
1,2,186500
2,2,736000
3,2,1693100
4,2,3159700
5,2,5116000
6,2,7520900
7,2,10435300
8,2,14793400
1,3,357400
2,3,1554300
3,3,2882300
4,3,5311700
5,3,8613600
6,3,12794700
7,3,18223600
8,3,24691400
1,4,482200
2,4,1869100
3,4,3871500
4,4,7513700
5,4,11545000
6,4,17049600
7,4,23132400
8,4,30493800
1,1,138400
2,1,395900
3,1,979900
4,1,1730000
5,1,2971700
6,1,3519800
7,1,4980800
8,1,6326000
1,2,184000
2,2,707300
3,2,1804400
4,2,3267300
5,2,5694800
6,2,7624700
7,2,10337300
8,2,13643700
1,3,327400
2,3,1411900
3,3,2857900
4,3,5269800
5,3,8562300
6,3,12731700
7,3,17675300
8,3,24623700
1,4,470400
2,4,2079300
3,4,3849200
4,4,8006600
5,4,12104400
6,4,17620500
7,4,24252400
8,4,31285700
1,1,116300
2,1,364400
3,1,827400
4,1,1524500
5,1,2412500
6,1,3800000
7,1,4852100
8,1,6342000
1,2,186500
2,2,794700
3,2,1804400
4,2,3088600
5,2,5056300
6,2,7591400
7,2,10819300
8,2,13747200
1,3,316900
2,3,1311800
3,3,2851600
4,3,5733200
5,3,8563600
6,3,12913100
7,3,18619600
8,3,24092400
1,4,425600
2,4,1660200
3,4,3865300
4,4,6929400
5,4,11812000
6,4,17168400
7,4,23234700
8,4,30424800
1,1,95700
2,1,353200
3,1,816700
4,1,1510200
5,1,2435900
6,1,3499200
7,1,4943900
8,1,7709700
1,2,181200
2,2,906700
3,2,1732000
4,2,3081000
5,2,5168900
6,2,7875100
7,2,10212300
8,2,14007600
1,3,336100
2,3,1234900
3,3,3213600
4,3,5232600
5,3,8760500
6,3,13393600
7,3,17448500
8,3,23605000
1,4,579100
2,4,1617100
3,4,3923700
4,4,6877200
5,4,12542700
6,4,17596300
7,4,24149600
8,4,30490500
1,1,95600
2,1,358300
3,1,830300
4,1,1495400
5,1,2627500
6,1,3589200
7,1,4948000
8,1,6717000
1,2,183000
2,2,706100
3,2,1668800
4,2,3083300
5,2,5017100
6,2,7538700
7,2,10477300
8,2,13663900
1,3,324500
2,3,1225400
3,3,2867500
4,3,5224400
5,3,8964100
6,3,12653900
7,3,17316700
8,3,23437400
1,4,471400
2,4,1626700
3,4,3777200
4,4,6900200
5,4,11766600
6,4,16924100
7,4,23186300
8,4,31941300
1,1,109000
2,1,390200
3,1,1086200
4,1,1504300
5,1,2411100
6,1,3504900
7,1,4881800
8,1,6369300
1,2,182300
2,2,707600
3,2,1705500
4,2,3491100
5,2,5081600
6,2,7460900
7,2,10477800
8,2,13458400
1,3,313800
2,3,1278200
3,3,2866700
4,3,5367900
5,3,8813700
6,3,12551600
7,3,17594300
8,3,22668200
1,4,416900
2,4,1637700
3,4,3789600
4,4,7307000
5,4,11833900
6,4,16886000
7,4,23101200
8,4,30235100
1,1,95200
2,1,356500
3,1,851300
4,1,1508800
5,1,2421700
6,1,3503600
7,1,5085900
8,1,6966200
1,2,207700
2,2,788400
3,2,1695500
4,2,3159300
5,2,5179300
6,2,7364900
7,2,10198500
8,2,13593500
1,3,328400
2,3,1234800
3,3,2905600
4,3,5227900
5,3,8557500
6,3,13806800
7,3,18553400
8,3,23001400
1,4,423100
2,4,1608300
3,4,3814900
4,4,6866300
5,4,11783100
6,4,16998300
7,4,23300500
8,4,35489900
1,1,95300
2,1,350900
3,1,828700
4,1,1933700
5,1,2409600
6,1,3510600
7,1,4850300
8,1,6499700
1,2,184000
2,2,708200
3,2,1661300
4,2,3090600
5,2,5400200
6,2,7764100
7,2,10361300
8,2,13548800
1,3,317800
2,3,1217900
3,3,2914400
4,3,5220300
5,3,9438400
6,3,12854300
7,3,17762900
8,3,23255400
1,4,430400
2,4,1634100
3,4,4058700
4,4,7353300
5,4,11577600
6,4,17093000
7,4,23749700
8,4,30414200
1,1,93800
2,1,572700
3,1,854200
4,1,1524500
5,1,2675500
6,1,3832200
7,1,5498700
8,1,10455300
1,2,203100
2,2,952800
3,2,2725300
4,2,4243400
5,2,6081700
6,2,9889100
7,2,12773400
8,2,15695100
1,3,370400
2,3,1337900
3,3,3121400
4,3,5836100
5,3,8625200
6,3,12653100
7,3,17876900
8,3,22681300
1,4,424100
2,4,1888700
3,4,4211700
4,4,7823400
5,4,11660000
6,4,16680000
7,4,23908500
8,4,31589700
1,1,97500
2,1,360400
3,1,823900
4,1,1541400
5,1,2398000
6,1,3793700
7,1,4843100
8,1,7043400
1,2,201000
2,2,986700
3,2,1844600
4,2,3300400
5,2,5068200
6,2,7314900
7,2,10685200
8,2,13592400
1,3,318600
2,3,1219600
3,3,2904400
4,3,5419500
5,3,9391000
6,3,12658800
7,3,17439400
8,3,22637600
1,4,426800
2,4,1649900
3,4,3847600
4,4,7025900
5,4,11653300
6,4,16738900
7,4,23482100
8,4,30291200
1,1,94000
2,1,494800
3,1,827100
4,1,1500600
5,1,2664800
6,1,3508700
7,1,5044300
8,1,6323900
1,2,180400
2,2,706600
3,2,1698800
4,2,3137300
5,2,5039100
6,2,7265300
7,2,10252900
8,2,13612000
1,3,353200
2,3,1226200
3,3,2833500
4,3,5177300
5,3,8796200
6,3,12603600
7,3,18767700
8,3,22612500
1,4,425100
2,4,1614300
3,4,3777200
4,4,6875600
5,4,11482600
6,4,16910700
7,4,23316600
8,4,30417800
1,1,96800
2,1,359200
3,1,831200
4,1,1764700
5,1,2410100
6,1,3612800
7,1,4845500
8,1,6788900
1,2,195700
2,2,731700
3,2,1695600
4,2,3088800
5,2,5059000
6,2,7676300
7,2,10763300
8,2,13866400
1,3,353400
2,3,1333800
3,3,2860500
4,3,5350400
5,3,9358300
6,3,12530900
7,3,18419000
8,3,23125000
1,4,419300
2,4,1616300
3,4,4174000
4,4,7274400
5,4,12088100
6,4,17770800
7,4,23179600
8,4,35404700
1,1,95500
2,1,399700
3,1,836200
4,1,1651000
5,1,2642900
6,1,3696700
7,1,4895800
8,1,6406600
1,2,181900
2,2,814500
3,2,1844200
4,2,3691000
5,2,5549200
6,2,7677700
7,2,10826900
8,2,13393000
1,3,338400
2,3,1205700
3,3,2877700
4,3,5532200
5,3,8885600
6,3,12569600
7,3,17477700
8,3,24237500
1,4,422700
2,4,1762000
3,4,4253400
4,4,7033500
5,4,11483600
6,4,16963100
7,4,23561200
8,4,30396900
1,1,95400
2,1,351800
3,1,838400
4,1,1532800
5,1,2397200
6,1,3735000
7,1,4838400
8,1,7101500
1,2,199100
2,2,780100
3,2,1855200
4,2,3562400
5,2,5516500
6,2,7584100
7,2,10278500
8,2,13428900
1,3,319700
2,3,1222700
3,3,2882500
4,3,5283100
5,3,8809000
6,3,12532800
7,3,17473200
8,3,22619300
1,4,433100
2,4,1621800
3,4,3840100
4,4,7188500
5,4,11422700
6,4,16823300
7,4,23062400
8,4,30345500
1,1,94200
2,1,402600
3,1,816400
4,1,1500200
5,1,2672400
6,1,3539400
7,1,5140100
8,1,6601200
1,2,186100
2,2,708900
3,2,1682800
4,2,3118700
5,2,5320400
6,2,7380800
7,2,10193200
8,2,13355400
1,3,355600
2,3,1226600
3,3,2899100
4,3,5214300
5,3,8588500
6,3,12709500
7,3,17325600
8,3,22587600
1,4,422600
2,4,1617100
3,4,3799600
4,4,6876200
5,4,11496300
6,4,16807300
7,4,22973500
8,4,31845200
1,1,96400
2,1,356400
3,1,814500
4,1,1661800
5,1,2636300
6,1,3506200
7,1,4840200
8,1,6335800
1,2,182800
2,2,722000
3,2,1674300
4,2,3096500
5,2,5058700
6,2,8329100
7,2,10769100
8,2,14335200
1,3,361600
2,3,1339400
3,3,2910400
4,3,5351900
5,3,8702000
6,3,12745700
7,3,17299200
8,3,23198700
1,4,429900
2,4,1819200
3,4,4247900
4,4,7192200
5,4,12443900
6,4,17028400
7,4,22883500
8,4,31924400
1,1,103200
2,1,390100
3,1,903500
4,1,1520800
5,1,2434300
6,1,3493800
7,1,4864200
8,1,6329700
1,2,191300
2,2,705800
3,2,1722800
4,2,3240000
5,2,4992600
6,2,7652300
7,2,10529400
8,2,13408800
1,3,318600
2,3,1231300
3,3,2868100
4,3,5510400
5,3,8660300
6,3,12864400
7,3,17266300
8,3,23013900
1,4,427500
2,4,1602500
3,4,3869000
4,4,7054700
5,4,11760500
6,4,16875700
7,4,23521800
8,4,30637900
1,1,97000
2,1,355800
3,1,825800
4,1,1520600
5,1,2602900
6,1,3529000
7,1,4854400
8,1,6510700
1,2,449200
2,2,1307500
3,2,1765000
4,2,3513900
5,2,5527400
6,2,8030300
7,2,10301900
8,2,13677300
1,3,320000
2,3,1220400
3,3,2856200
4,3,5282300
5,3,8599600
6,3,14009000
7,3,18473400
8,3,24450400
1,4,427000
2,4,1648600
3,4,3800600
4,4,7320500
5,4,11727300
6,4,16851900
7,4,23517500
8,4,30449100
1,1,94400
2,1,357000
3,1,811700
4,1,1494300
5,1,2392900
6,1,3507500
7,1,5328300
8,1,7260000
1,2,200700
2,2,710600
3,2,1671900
4,2,3112200
5,2,5214400
6,2,7604700
7,2,10223500
8,2,13704000
1,3,321800
2,3,1217800
3,3,2987400
4,3,5202200
5,3,8595900
6,3,12826800
7,3,17532600
8,3,22767700
1,4,419000
2,4,1618400
3,4,4327700
4,4,7552600
5,4,11391300
6,4,16893900
7,4,23676000
8,4,32832800
1,1,94600
2,1,395500
3,1,926700
4,1,1780300
5,1,2434800
6,1,3510700
7,1,4973900
8,1,6613700
1,2,182500
2,2,710200
3,2,1734800
4,2,3127600
5,2,5453400
6,2,7294000
7,2,10275700
8,2,13328900
1,3,317800
2,3,1248800
3,3,3167700
4,3,5190900
5,3,8819700
6,3,13662800
7,3,19057700
8,3,22817600
1,4,423300
2,4,1605900
3,4,4874300
4,4,8007200
5,4,11748200
6,4,21992100
7,4,25468600
8,4,32022000
1,1,97300
2,1,352700
3,1,822000
4,1,1508700
5,1,2397500
6,1,3518700
7,1,4869000
8,1,6383100
1,2,183100
2,2,709300
3,2,1700200
4,2,3454100
5,2,5553200
6,2,8046600
7,2,11288800
8,2,13757200
1,3,319500
2,3,1212500
3,3,2851500
4,3,5257000
5,3,8973300
6,3,13309700
7,3,17552300
8,3,22746300
1,4,434500
2,4,1611600
3,4,3835300
4,4,6955900
5,4,11492400
6,4,17193600
7,4,23487300
8,4,30658300
1,1,95000
2,1,353800
3,1,874500
4,1,1642600
5,1,2681500
6,1,3950800
7,1,4817600
8,1,6330300
1,2,185200
2,2,794700
3,2,1684600
4,2,3309600
5,2,5278400
6,2,7680900
7,2,10703400
8,2,14049500
1,3,321200
2,3,1469100
3,3,3153400
4,3,5280400
5,3,8891000
6,3,13017100
7,3,18138900
8,3,23780000
1,4,450000
2,4,1724600
3,4,4075300
4,4,7403300
5,4,13973700
6,4,17400800
7,4,23370200
8,4,30472300
1,1,93600
2,1,353900
3,1,815400
4,1,1590200
5,1,2495500
6,1,3627700
7,1,4923800
8,1,6685100
1,2,205500
2,2,701100
3,2,1714700
4,2,3151400
5,2,5058400
6,2,7950300
7,2,10648100
8,2,14542700
1,3,322500
2,3,1248600
3,3,2875200
4,3,5629200
5,3,8955400
6,3,13201900
7,3,17739800
8,3,24337100
1,4,427800
2,4,1614900
3,4,3870200
4,4,7582800
5,4,11481100
6,4,16993000
7,4,23722100
8,4,31984100
1,1,95300
2,1,353900
3,1,830100
4,1,1587300
5,1,2413900
6,1,3615400
7,1,5354200
8,1,6855100
1,2,181500
2,2,710600
3,2,1717800
4,2,3096600
5,2,5058500
6,2,7470800
7,2,10482600
8,2,13403000
1,3,321900
2,3,1221100
3,3,2869500
4,3,5555400
5,3,8903600
6,3,13029400
7,3,17667200
8,3,22793000
1,4,475800
2,4,1961000
3,4,3858400
4,4,7414600
5,4,11551900
6,4,17532000
7,4,23919600
8,4,31447600
1,1,103900
2,1,395500
3,1,895800
4,1,1728100
5,1,2722100
6,1,3842200
7,1,4890000
8,1,6678000
1,2,184400
2,2,720100
3,2,1672500
4,2,3116700
5,2,5326200
6,2,7784100
7,2,10436000
8,2,13383800
1,3,334600
2,3,1227100
3,3,2910200
4,3,5228700
5,3,8585300
6,3,12583800
7,3,17950000
8,3,22548200
1,4,425300
2,4,1616400
3,4,3905400
4,4,6850500
5,4,11392800
6,4,17391100
7,4,23249100
8,4,31470100
1,1,94700
2,1,358000
3,1,827700
4,1,1533900
5,1,2480800
6,1,3636300
7,1,4874900
8,1,7125700
1,2,200100
2,2,793100
3,2,1718600
4,2,3164900
5,2,5082100
6,2,7448100
7,2,10373000
8,2,13811600
1,3,320500
2,3,1216500
3,3,2866900
4,3,5310600
5,3,8763200
6,3,12574400
7,3,18135700
8,3,23240900
1,4,419900
2,4,1637300
3,4,3958000
4,4,7089700
5,4,12124400
6,4,17132200
7,4,23909200
8,4,30365700
1,1,93200
2,1,501500
3,1,907600
4,1,1699600
5,1,2403700
6,1,3512900
7,1,4862200
8,1,6543400
1,2,181600
2,2,714700
3,2,1675900
4,2,3081400
5,2,5603500
6,2,7386300
7,2,10165100
8,2,13737100
1,3,348300
2,3,1335100
3,3,3312300
4,3,5785400
5,3,9383100
6,3,13359500
7,3,17407100
8,3,23758900
1,4,420300
2,4,1615100
3,4,3934400
4,4,6894300
5,4,11951900
6,4,17094100
7,4,23902300
8,4,30626300
